Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
CCOLA;42.90;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;43.11;42.67;42.48;40.76;39.37;45.26;48.46;52.53;670.0;0.91
EREGL;20.59;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;20.71;20.40;20.46;20.20;19.94;20.79;21.31;21.90;660.0;0.62
KUYAS;18.65;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%51;18.81;18.57;17.93;16.54;14.76;18.91;19.88;21.09;635.0;2.0
AEFES;12.63;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;12.68;12.56;12.21;11.91;11.67;12.70;13.26;13.97;155.0;0.77
ENKAI;33.78;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;33.91;33.55;33.34;32.68;32.14;34.41;35.65;37.22;155.0;0.59
HEKTS;7.69;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%36;7.71;7.68;7.66;;;7.93;8.14;8.28;145.0;1.33
AKBNK;37.44;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;37.58;37.32;35.47;34.22;33.20;37.50;39.83;42.80;130.0;1.17
ISCTR;9.25;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;9.27;9.22;9.23;9.04;8.85;9.47;9.85;10.29;130.0;0.62
SAHOL;60.12;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%47;60.21;60.01;59.94;58.32;57.02;62.55;65.56;69.39;130.0;0.8
BSOKE;3.20;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%64;3.23;3.16;2.99;2.61;2.24;3.45;4.21;5.07;120.0;0.96
KCHOL;131.56;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;131.67;131.41;131.37;129.82;;132.59;133.45;134.31;120.0;0.69
GARAN;57.64;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%48;57.76;57.58;55.81;53.71;52.01;59.21;63.13;68.11;115.0;1.89
KTLEV;5.11;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;5.12;5.10;4.76;4.51;4.31;5.16;5.62;6.21;115.0;0.63
