Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
AEFES;16.86;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;16.88;16.83;16.29;15.91;15.60;16.91;17.63;18.54;670.0;0.5
CANTE;2.52;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;2.52;2.51;2.47;2.34;;2.56;2.63;2.70;670.0;0.05
TCELL;70.25;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;70.33;70.17;68.84;67.34;66.12;71.27;74.08;77.64;670.0;1.05
YKBNK;31.12;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;31.16;31.09;30.39;28.84;27.60;32.88;35.75;39.41;670.0;1.33
AGHOL;29.83;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%64;29.87;29.79;28.99;28.27;27.69;30.14;31.48;33.18;660.0;1.06
BTCIM;4.37;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;4.38;4.37;4.27;4.15;4.05;4.46;4.68;4.96;660.0;1.38
GARAN;71.36;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;71.44;71.32;70.34;68.25;66.56;73.72;77.62;82.58;660.0;1.9
TSPOR;2.71;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;2.73;2.69;2.68;2.63;2.60;2.76;2.84;2.95;660.0;1.28
ZOREN;5.91;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;5.92;5.90;5.89;5.77;5.64;6.04;6.28;6.56;660.0;1.0
PGSUS;178.82;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%56;178.96;178.71;177.03;174.60;172.63;180.97;185.50;191.27;645.0;1.27
ENERY;2.75;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;2.76;2.71;2.67;2.61;2.55;2.75;2.88;3.03;640.0;0.25
GRSEL;94.48;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;96.32;91.87;91.48;88.54;85.61;95.12;100.99;107.77;640.0;0.7
SAHOL;79.82;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;79.84;79.79;79.34;77.81;76.28;81.24;84.30;87.83;640.0;0.7
TUREX;4.89;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;4.91;4.86;4.55;4.25;4.00;5.05;5.61;6.34;640.0;0.47
TOASO;243.73;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%56;243.81;243.65;241.11;232.13;224.87;255.62;272.35;293.63;635.0;1.1
