Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
BIMAS;147.98;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%54;148.98;146.65;144.67;140.54;136.42;149.77;158.02;167.53;655.0;0.76
ANSGR;4.30;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%26;4.32;4.27;4.28;4.23;4.16;4.33;4.39;4.49;650.0;0.49
MIATK;8.39;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;8.79;8.05;8.39;8.25;8.05;8.53;8.70;8.98;650.0;1.16
TTRAK;252.73;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%43;253.49;251.13;251.05;248.19;244.11;253.92;257.46;263.19;645.0;0.48
GARAN;25.25;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;25.52;25.10;25.18;24.30;23.42;26.27;28.04;30.07;640.0;1.76
MGROS;164.64;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;164.70;164.57;158.47;152.75;147.02;165.56;177.01;190.21;640.0;0.84
TOASO;166.09;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%51;166.52;165.70;165.88;157.38;145.28;174.39;184.90;201.91;635.0;1.08
TCELL;30.28;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%43;30.42;30.15;30.04;;;31.25;32.19;32.86;625.0;1.12
RALYH;8.76;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;8.90;8.39;8.18;7.78;7.45;8.84;9.60;10.57;155.0;0.38
KUYAS;8.02;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;8.11;7.97;7.87;7.62;7.42;8.27;8.73;9.32;145.0;2.11
