Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
GESAN;41.26;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%0;41.46;41.06;41.19;40.95;40.64;41.36;41.53;41.74;650.0;1.0
GRTHO;120.97;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%67;121.99;117.05;119.87;118.52;117.42;122.07;124.60;127.81;650.0;0.26
YEOTK;47.46;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%37;47.86;46.89;47.30;46.77;46.34;48.16;49.16;50.42;640.0;0.7
TTRAK;654.42;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%25;654.47;654.30;652.76;647.62;;656.80;659.63;662.47;625.0;0.44
EUPWR;31.02;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%100;32.65;29.93;30.62;30.27;29.92;31.05;31.74;32.54;150.0;1.5
ASELS;60.67;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%41;60.77;60.63;60.38;59.77;59.28;61.37;62.51;63.96;145.0;2.23
FROTO;92.37;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%43;92.48;92.31;90.28;88.66;87.34;92.92;95.95;99.80;130.0;1.86
TKFEN;74.65;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%46;74.82;74.40;70.75;68.06;65.89;75.10;80.10;86.47;130.0;0.7
EFOR;6.26;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%67;6.29;6.07;5.37;4.81;4.35;6.28;7.33;8.66;125.0;0.18
GRSEL;136.02;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%46;139.75;130.68;135.51;134.52;133.72;137.11;138.96;141.30;125.0;0.7
PATEK;21.52;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;25.17;20.18;21.31;20.32;19.53;22.89;24.72;27.05;125.0;2.73
TURSG;6.33;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%36;6.34;6.32;6.30;6.24;6.18;6.42;6.54;6.71;125.0;0.67
ANSGR;19.83;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%26;19.86;19.77;19.73;19.59;19.47;19.96;20.23;20.57;120.0;0.52
OBAMS;6.29;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;6.31;6.27;6.27;6.18;6.09;6.38;6.55;6.76;115.0;0.92
TSKB;11.93;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%50;12.04;11.92;11.83;11.77;11.73;12.04;12.18;12.34;115.0;11.0
GSRAY;1.77;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%33;1.78;1.76;1.76;1.76;1.75;1.77;1.78;1.79;110.0;1.59
IZENR;4.64;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%100;4.64;4.62;4.60;4.56;4.50;4.64;4.69;4.77;110.0;0.31
AEFES;19.40;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%53;19.52;17.42;17.42;15.01;11.94;19.52;20.82;21.86;105.0;0.06
BSOKE;13.99;SAT;DÜŞÜŞ;COŞKULU RALLİ;%64;14.18;13.61;13.61;13.21;12.81;14.18;14.90;;105.0;0.51
CCOLA;49.65;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%54;52.15;45.36;45.36;37.53;27.56;52.15;56.36;59.76;105.0;0.58
ENKAI;45.60;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%45;45.61;45.59;45.58;45.21;44.90;46.19;46.89;47.78;105.0;1.13
KUYAS;16.80;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%54;16.86;16.77;16.73;16.19;15.49;17.12;17.50;17.98;105.0;2.0
RALYH;47.18;SAT;DÜŞÜŞ;COŞKULU RALLİ;%55;47.68;45.68;45.68;43.67;41.20;47.68;50.53;54.16;105.0;0.33
PASEU;23.44;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;23.47;23.43;22.46;21.09;19.99;24.66;27.20;30.43;100.0;3.0
BIMAS;465.69;SAT;DÜŞÜŞ;COŞKULU RALLİ;%48;469.28;456.86;456.86;436.79;413.65;469.28;479.32;489.35;95.0;0.41
BRSAN;465.75;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%43;465.98;465.53;457.50;;;467.24;474.88;480.25;95.0;1.05
CIMSA;32.38;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%46;32.78;32.10;32.10;31.42;30.59;32.78;33.74;34.96;95.0;1.46
