Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ALARK;91.06;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%0;91.22;90.86;90.98;90.51;90.13;91.74;92.61;93.72;660.0;0.84
TTRAK;698.90;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;699.17;698.31;688.12;680.30;673.97;700.78;715.36;733.91;660.0;0.47
BRYAT;1957.11;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;1957.48;1956.73;1924.45;1901.25;1882.50;1961.95;2005.17;2060.15;650.0;0.99
ASTOR;90.27;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;91.88;88.93;87.46;85.16;83.31;91.16;95.42;100.85;640.0;1.2
ZOREN;4.24;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%9;4.26;4.24;4.24;4.22;4.20;4.26;4.29;4.33;640.0;0.0
YEOTK;52.16;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;52.25;52.05;51.62;50.26;49.16;53.81;56.34;59.56;630.0;0.75
GRSEL;145.69;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;145.79;145.55;145.04;142.23;139.95;149.58;154.81;161.47;620.0;0.74
GSRAY;1.73;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%33;1.74;1.73;1.72;1.69;1.66;1.74;1.76;1.78;620.0;11.74
OYAKC;15.54;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%61;15.56;15.50;15.34;15.18;15.05;15.61;15.91;16.30;155.0;0.71
AEFES;20.21;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;20.24;20.17;20.13;19.94;19.78;20.45;20.81;21.27;145.0;0.77
BRSAN;490.50;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;490.59;490.41;484.47;478.75;473.03;491.55;503.00;516.19;145.0;1.0
EGEEN;11752.46;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%39;11764.31;11744.46;11502.27;11318.27;11169.56;11799.69;12142.48;12578.53;145.0;1.48
ENKAI;51.09;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;51.20;50.91;49.88;48.68;47.71;51.81;54.04;56.87;145.0;0.57
EREGL;25.31;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;25.36;25.24;25.18;25.03;24.91;25.41;25.68;26.02;145.0;0.7
FROTO;95.55;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%43;95.66;95.50;93.07;90.91;89.16;96.56;100.58;105.69;145.0;1.93
KONTR;26.05;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%33;26.23;25.67;24.89;24.13;23.51;26.13;27.55;29.36;145.0;0.48
MGROS;444.82;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;445.79;443.82;440.80;437.71;435.21;445.79;451.55;458.87;145.0;0.97
MPARK;349.75;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;349.92;349.36;346.01;342.00;338.75;352.50;359.98;369.50;145.0;0.44
THYAO;283.54;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%23;283.79;283.19;280.44;278.37;276.70;283.78;287.64;292.54;145.0;0.71
KRDMD;27.06;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;27.12;27.01;27.00;26.84;26.71;27.26;27.56;27.94;140.0;1.2
ENERY;4.04;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%58;4.07;3.98;3.86;3.68;3.53;4.16;4.51;4.95;135.0;0.43
CIMSA;37.47;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%47;37.55;37.35;36.60;35.96;35.44;37.63;38.82;40.34;130.0;0.63
TAVHL;243.00;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;243.19;242.90;242.84;241.63;240.65;244.80;247.06;249.93;130.0;1.9
KCAER;13.21;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%62;13.26;13.16;13.18;13.08;12.98;13.30;13.49;13.72;125.0;0.91
ECILC;41.27;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%35;41.29;41.26;40.91;40.68;40.50;41.69;42.23;42.82;120.0;1.07
TSKB;12.51;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;12.52;12.50;12.38;12.21;12.08;12.64;12.94;13.33;120.0;1.0
AGHOL;29.94;SAT;DÜŞÜŞ;COŞKULU RALLİ;%60;31.80;29.75;29.75;26.43;22.61;31.80;33.46;35.11;105.0;9.96
ENJSA;55.07;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%62;55.14;55.00;54.93;54.63;54.40;55.40;55.94;56.64;105.0;1.12
