Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ALARK;131.23;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;131.25;131.21;128.15;120.64;114.56;140.30;154.31;172.12;660.0;0.77
FENER;2.97;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%37;3.00;2.95;2.97;2.95;2.94;2.99;3.01;3.05;660.0;1.1
CANTE;2.60;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;2.62;2.56;2.56;2.47;2.34;2.63;2.70;2.78;650.0;0.45
TUREX;4.82;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;4.84;4.76;4.55;4.25;4.00;5.05;5.61;6.34;650.0;0.33
AGHOL;28.18;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%63;28.18;28.17;27.82;27.32;26.83;28.43;29.42;30.55;640.0;0.77
GRSEL;92.55;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;94.30;90.04;91.48;88.54;85.61;95.12;100.99;107.77;640.0;0.7
TRMET;50.30;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;50.40;50.22;49.92;49.44;;50.30;50.57;50.84;640.0;1.25
TTRAK;826.30;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%57;826.44;825.99;811.18;769.85;736.44;878.00;955.01;1052.96;635.0;0.46
AKSEN;35.37;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;35.43;35.29;35.36;34.91;;35.71;35.96;36.20;155.0;0.68
DOAS;294.83;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;296.01;294.05;274.62;260.83;249.69;296.91;322.59;355.27;155.0;1.51
EGEEN;16116.16;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;16152.88;16091.37;15927.61;15627.56;15245.35;16138.36;16349.11;16609.87;155.0;1.48
ENJSA;56.51;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%56;56.76;56.28;56.44;56.19;55.94;56.75;57.24;57.82;155.0;1.07
TUPRS;157.20;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;157.37;157.04;150.07;143.30;137.84;161.00;173.60;189.63;155.0;1.12
TAVHL;195.10;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%63;195.69;194.78;187.96;173.77;162.30;210.90;237.34;270.97;145.0;1.84
ZOREN;5.72;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;5.73;5.71;5.64;5.47;5.25;5.77;5.89;6.04;145.0;1.0
AKBNK;54.63;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;54.69;54.58;53.19;50.21;47.80;58.01;63.56;70.62;140.0;1.14
CCOLA;57.90;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;57.96;57.85;57.38;56.47;55.18;58.28;59.40;61.21;140.0;1.0
EKGYO;10.42;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%52;10.52;10.32;10.40;10.31;10.19;10.46;10.53;10.60;140.0;1.04
TTKOM;36.24;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%59;36.34;36.17;35.38;34.68;33.98;36.24;37.64;39.25;140.0;1.43
ANSGR;19.83;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;19.87;19.75;19.73;19.21;18.80;20.56;21.52;22.74;135.0;0.51
DAPGM;5.62;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;5.78;5.44;5.54;5.40;5.21;5.67;5.83;6.10;135.0;0.84
GSRAY;1.88;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;1.89;1.86;1.84;1.81;1.79;1.92;1.98;2.05;135.0;0.87
KCAER;21.47;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;22.23;20.52;20.45;19.83;19.32;22.63;24.12;25.76;135.0;0.81
