Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
AKSA;11.45;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;11.47;11.42;10.81;10.30;9.88;11.64;12.59;13.80;670.0;0.89
BRYAT;2113.09;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;2114.92;2111.15;2073.41;2021.05;1968.69;2138.20;2242.92;2363.62;670.0;0.94
DOHOL;14.63;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;14.64;14.62;14.40;14.13;13.86;14.74;15.28;15.91;670.0;0.46
TUKAS;2.40;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%62;2.41;2.40;2.37;2.34;2.31;2.41;2.48;2.56;670.0;5.66
ZOREN;4.44;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;4.45;4.43;4.42;4.36;4.29;4.51;4.64;4.80;670.0;1.0
ENKAI;50.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;50.05;49.92;49.05;47.77;45.94;50.33;51.91;54.48;660.0;0.64
SAHOL;91.22;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%37;91.29;91.14;90.45;88.75;86.32;92.16;94.27;97.68;650.0;0.8
ODAS;6.41;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%57;6.42;6.40;6.30;6.13;5.90;6.43;6.56;6.71;645.0;1.0
ISMEN;38.04;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%60;38.06;38.03;36.80;35.42;34.03;38.51;41.28;44.47;635.0;2.06
PETKM;18.48;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%38;18.49;18.47;18.40;;;18.67;18.87;19.02;635.0;1.0
PASEU;29.08;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%46;29.18;29.05;28.16;26.99;26.05;30.04;32.21;34.97;615.0;3.33
CANTE;1.76;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;1.77;1.73;1.71;1.67;1.63;1.78;1.86;1.97;155.0;0.33
ECILC;46.52;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%65;46.59;46.41;45.65;44.52;43.39;47.04;49.30;51.90;155.0;0.59
HALKB;16.56;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;16.65;16.46;16.56;16.30;15.95;16.81;17.12;17.62;155.0;0.9
DAPGM;6.95;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%70;7.07;6.81;6.57;6.30;6.09;7.00;7.50;8.12;150.0;0.86
