Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
TKFEN;121.43;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;121.53;121.28;119.24;;;121.62;123.50;124.81;670.0;0.7
TUPRS;132.03;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;132.19;131.83;131.12;126.95;121.64;134.05;136.98;140.60;670.0;0.81
GENIL;157.58;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;157.89;157.07;153.57;149.11;145.50;160.78;169.09;179.67;650.0;0.59
VAKBN;24.70;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;24.73;24.67;24.58;24.11;23.64;25.16;26.10;27.18;650.0;1.0
EFOR;18.76;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%65;18.77;18.72;17.77;16.95;16.28;19.11;20.65;22.62;615.0;0.17
HALKB;22.30;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;22.44;22.14;21.94;21.65;21.41;22.42;22.97;23.67;155.0;0.88
GARAN;120.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%40;120.12;119.93;119.13;116.43;114.25;123.50;128.53;134.93;145.0;1.71
ISCTR;11.72;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%46;11.73;11.71;11.56;11.42;11.27;11.73;12.01;12.33;135.0;1.0
KLRHO;71.80;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;72.55;71.17;66.81;59.11;52.89;79.25;93.59;111.84;135.0;1.19
SKBNK;5.52;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;5.56;5.45;5.49;5.40;5.32;5.65;5.83;6.06;135.0;0.57
ASELS;142.42;AL (TAKİP);YÜKSELİŞ;DÜZELTME;%54;142.44;142.41;142.36;140.15;137.33;143.92;145.47;147.40;130.0;2.49
