Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
CANTE;1.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;1.81;1.79;1.76;1.70;1.66;1.84;1.94;2.06;670.0;1.0
YEOTK;57.05;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;57.46;56.50;56.78;56.26;55.53;57.29;57.92;58.95;670.0;0.75
HEKTS;4.14;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%33;4.15;4.13;4.12;4.07;4.01;4.16;4.21;4.30;660.0;1.0
SAHOL;100.77;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%43;100.86;100.65;97.36;94.66;92.48;101.73;106.77;113.18;660.0;0.75
THYAO;290.13;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%39;290.33;289.85;289.42;288.42;;290.20;290.75;291.29;660.0;0.69
TUKAS;2.35;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%62;2.37;2.35;2.34;2.31;2.26;2.37;2.41;2.48;660.0;7.25
VAKBN;24.14;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;24.16;24.11;24.06;23.91;23.76;24.24;24.54;24.88;660.0;0.67
ZOREN;4.63;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;4.66;4.52;4.52;4.43;4.37;4.66;4.82;5.02;660.0;0.27
CIMSA;44.88;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;44.90;44.85;44.79;42.58;40.80;48.36;52.47;57.70;650.0;0.66
DOHOL;14.66;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;14.67;14.66;14.60;14.29;13.98;14.98;15.60;16.31;650.0;2.07
SASA;4.30;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;4.32;4.29;4.28;4.24;;4.32;4.34;4.36;650.0;2.0
SKBNK;4.93;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;4.94;4.93;4.76;4.61;4.50;4.99;5.26;5.61;650.0;1.57
YKBNK;31.92;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;31.95;31.90;31.65;31.21;30.86;32.36;33.18;34.21;650.0;1.5
GRSEL;199.93;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%63;200.03;199.80;184.96;174.52;166.08;201.83;221.28;246.01;640.0;0.71
GRTHO;151.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;151.95;151.21;150.76;143.31;135.87;159.97;174.85;192.01;640.0;0.25
TRALT;23.12;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;23.16;23.06;23.10;23.00;22.92;23.26;23.44;23.68;640.0;0.67
TUREX;15.39;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%63;15.50;15.38;14.31;13.35;12.38;15.50;17.42;19.64;640.0;11.0
KLRHO;32.34;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;32.54;32.17;31.23;29.37;27.00;32.54;33.85;35.47;620.0;1.18
ISCTR;13.93;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%57;13.95;13.92;13.86;13.73;13.63;14.06;14.30;14.59;155.0;1.14
QUAGR;3.34;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;3.35;3.30;3.21;3.11;3.03;3.37;3.55;3.79;155.0;0.25
TCELL;94.17;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;94.31;94.04;93.03;91.25;89.81;95.90;99.22;103.43;155.0;1.05
DAPGM;7.29;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%72;7.40;7.17;6.85;6.53;6.27;7.36;7.95;8.71;150.0;0.92
ECILC;46.75;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%62;46.76;46.74;45.65;44.52;43.39;47.04;49.30;51.90;145.0;0.37
ENJSA;60.02;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;60.07;59.98;59.91;59.64;59.26;60.17;60.50;61.03;145.0;1.03
HALKB;17.21;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;17.28;17.13;17.12;16.81;16.56;17.62;18.20;18.94;145.0;0.87
KRDMD;28.50;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;28.53;28.48;28.48;28.34;;28.58;28.66;28.74;145.0;1.5
MAGEN;8.53;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%30;8.70;8.29;8.44;8.30;8.16;8.61;8.90;9.22;145.0;0.72
AKSEN;40.86;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;40.94;40.75;39.79;38.72;37.86;41.52;43.51;46.04;140.0;0.73
ARCLK;144.40;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%33;144.42;144.37;;;;144.98;145.43;145.75;135.0;0.67
IZENR;5.06;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;5.09;5.00;5.04;5.01;4.98;5.10;5.17;5.25;135.0;0.5
TOASO;194.61;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%26;194.75;194.48;192.59;190.55;188.51;195.11;199.18;203.87;135.0;1.11
BIMAS;526.84;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%50;526.96;526.67;521.10;509.15;499.50;540.41;562.66;590.98;130.0;0.74
FENER;3.81;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;3.82;3.81;3.74;3.67;3.57;3.82;3.90;4.05;130.0;1.25
TSKB;13.06;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;13.07;13.04;12.96;12.90;12.85;13.18;13.33;13.49;130.0;0.5
GENIL;116.71;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%55;117.15;115.97;112.32;107.63;103.84;119.90;128.64;139.76;125.0;0.59
KUYAS;20.50;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%55;20.51;20.48;20.37;19.80;19.34;21.30;22.37;23.73;125.0;0.5
TABGD;152.59;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%62;152.76;152.35;151.35;147.92;145.14;156.91;163.30;171.44;125.0;0.69
TSPOR;2.50;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%25;2.58;2.42;2.42;2.32;2.18;2.52;2.64;2.84;125.0;1.07
ASTOR;121.25;AL (TAKİP);YÜKSELİŞ;DÜZELTME;%56;122.18;120.46;111.05;104.25;98.75;122.04;134.70;150.81;120.0;1.19
GARAN;124.88;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;124.92;124.86;124.74;120.90;117.79;130.96;138.12;147.23;120.0;1.67
MAVI;40.98;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%55;41.08;40.87;40.60;39.59;38.30;41.32;42.03;42.91;120.0;0.96
VESTL;72.05;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;72.07;72.02;71.65;69.08;67.00;75.80;80.59;86.68;120.0;0.67
ASELS;75.40;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%51;75.47;75.37;71.33;68.63;66.44;75.70;80.74;87.15;115.0;1.95
GUBRF;284.00;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%55;284.08;283.87;268.10;253.15;241.08;292.25;320.09;355.50;115.0;0.62
AKBNK;65.34;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%47;65.37;65.32;62.56;60.33;58.52;66.17;70.34;75.63;110.0;1.24
AKSA;11.58;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%51;11.58;10.96;10.96;10.42;9.88;11.63;12.71;13.96;105.0;0.0
EKGYO;13.51;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%56;13.54;13.49;13.08;12.58;12.18;13.88;14.81;15.99;105.0;1.06
ISMEN;40.15;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%56;40.17;40.15;39.94;37.95;36.35;43.15;46.85;51.55;105.0;5.43
OYAKC;21.81;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%57;21.83;21.79;21.55;20.20;19.11;23.74;26.26;29.46;105.0;0.87
SISE;41.34;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%55;41.40;41.27;41.13;40.42;39.41;41.84;42.72;44.14;105.0;0.97
