Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ASELS;336.75;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;337.09;336.59;303.71;282.34;265.08;338.25;378.06;428.69;670.0;2.12
MPARK;431.25;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%63;431.79;429.98;416.86;400.69;387.63;443.00;473.12;511.44;670.0;0.43
AGHOL;32.30;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%66;32.93;32.05;32.05;31.34;30.63;32.93;34.36;36.00;660.0;2.52
OYAKC;25.78;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;25.79;25.77;25.64;25.24;24.92;26.28;27.02;27.96;660.0;1.0
YEOTK;40.26;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;40.51;39.92;40.15;39.57;38.99;40.87;42.04;43.38;660.0;0.74
TUKAS;2.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;2.85;2.79;2.79;2.72;2.64;2.85;2.92;3.04;650.0;5.0
OBAMS;9.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;9.11;8.91;8.75;8.47;8.24;9.21;9.74;10.41;640.0;1.22
KLRHO;425.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%70;425.71;424.34;386.84;338.48;299.40;465.00;555.09;669.68;170.0;1.08
BSOKE;27.18;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;27.25;27.12;24.82;23.08;21.68;27.62;30.85;34.96;145.0;1.17
GRSEL;370.50;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%42;372.56;367.81;361.34;353.20;346.63;374.50;389.66;408.95;145.0;0.77
ALARK;105.70;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%61;105.80;105.58;101.49;97.40;94.10;108.10;115.72;125.40;140.0;0.83
ASTOR;153.00;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%58;153.82;152.33;147.99;138.21;130.30;163.80;182.02;205.21;140.0;1.22
CCOLA;69.90;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;69.99;69.79;69.84;66.90;64.53;74.60;80.08;87.05;140.0;0.82
CWENE;30.16;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%52;30.31;29.96;28.42;26.23;24.47;31.96;36.04;41.22;140.0;0.75
