Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
GENIL;78.46;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%48;78.83;77.83;73.58;70.57;68.13;84.08;91.22;99.11;625.0;0.59
BSOKE;15.34;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%66;15.43;15.25;13.19;11.85;10.77;15.35;17.84;21.01;155.0;1.08
BTCIM;6.60;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;6.63;6.56;6.11;5.78;5.52;6.63;7.23;7.99;155.0;0.75
RALYH;49.00;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%62;49.12;48.68;41.29;36.29;32.24;49.38;58.70;70.56;140.0;0.37
KTLEV;4.45;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;4.59;4.17;4.35;4.29;4.23;4.57;4.73;4.89;135.0;0.48
PASEU;20.45;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%57;20.89;20.32;19.53;18.73;17.92;20.52;22.13;23.97;135.0;3.38
KUYAS;13.24;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%51;13.28;13.21;13.23;12.90;12.44;13.56;13.97;14.63;125.0;1.55
GUBRF;162.70;AL (TAKİP);YÜKSELİŞ;DÜZELTME;%30;162.85;162.46;159.01;152.20;;164.35;168.10;171.85;120.0;0.63
AEFES;25.66;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%57;26.30;25.53;25.53;24.93;24.50;26.30;;;105.0;4.99
BIMAS;551.97;SAT;DÜŞÜŞ;COŞKULU RALLİ;%50;555.03;550.27;550.27;545.51;539.63;555.03;561.81;570.44;105.0;1.79
ENKAI;42.51;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%52;42.55;42.45;41.04;39.66;38.29;42.74;45.49;48.65;105.0;0.57
GRTHO;94.45;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%50;95.88;88.97;93.69;87.66;82.79;103.44;114.68;128.97;105.0;0.26
HALKB;15.78;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%50;15.91;15.09;15.09;14.14;12.94;15.91;16.42;16.83;105.0;0.19
MAVI;52.53;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%55;52.70;51.53;51.53;50.09;47.75;52.70;53.87;55.53;105.0;0.17
MPARK;392.90;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%58;393.27;392.04;363.94;324.64;292.87;427.48;500.71;593.87;105.0;0.42
TUREX;7.66;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%57;7.68;7.59;7.51;7.31;7.11;7.75;8.15;8.60;105.0;0.29
EFOR;4.57;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%68;4.62;4.33;4.12;3.80;3.54;4.64;5.25;6.02;95.0;0.18
PGSUS;228.00;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%54;228.57;225.60;225.60;222.63;218.95;228.57;232.81;238.20;95.0;0.24
