Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
PETKM;22.88;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;22.92;22.85;22.25;21.84;21.50;22.92;23.69;24.68;670.0;1.33
EREGL;27.22;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;27.24;27.19;26.04;25.12;24.37;27.54;29.26;31.46;660.0;0.8
MGROS;520.94;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;521.01;520.88;506.52;490.67;477.87;532.13;561.65;599.20;660.0;1.02
SKBNK;4.11;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%50;4.13;4.09;4.03;;;4.17;4.27;4.35;635.0;0.85
GENIL;66.80;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%50;66.96;66.52;65.92;64.37;63.12;68.43;71.32;74.99;615.0;0.59
AGHOL;38.79;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;38.87;38.70;37.61;36.76;36.07;38.98;40.57;42.59;155.0;0.93
BSOKE;9.25;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%65;9.29;9.22;8.67;8.20;7.81;9.44;10.32;11.45;155.0;1.03
EKGYO;10.73;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;10.82;10.65;10.30;10.03;9.82;11.22;11.85;12.55;145.0;1.14
GARAN;114.76;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%59;114.86;114.70;103.16;94.80;88.04;116.69;132.27;152.09;145.0;1.81
KRDMD;32.04;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%59;32.06;32.02;30.67;29.54;28.62;32.50;34.61;37.30;145.0;1.0
OYAKC;16.67;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%43;16.70;16.63;16.37;16.06;15.82;16.86;17.42;18.14;145.0;0.64
AEFES;26.15;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;26.20;26.09;23.35;21.62;20.22;29.38;33.49;38.02;140.0;0.71
AKSA;10.84;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;10.86;10.82;10.31;9.83;9.44;11.10;12.00;13.14;140.0;0.88
FENER;6.21;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;6.22;6.19;5.56;5.05;4.64;6.39;7.34;8.54;140.0;0.93
TCELL;100.22;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%58;100.41;100.05;90.96;85.23;80.60;110.90;124.48;139.47;140.0;1.1
