Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
KLRHO;169.40;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%64;170.58;168.41;161.00;155.80;151.60;179.08;191.40;205.00;670.0;1.19
PASEU;149.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;150.39;149.61;144.08;136.96;131.20;155.60;168.87;185.76;660.0;3.11
AGHOL;27.70;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%57;27.71;27.69;27.53;27.13;26.81;28.18;28.93;29.87;645.0;1.0
RALYH;217.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%76;217.09;216.77;196.66;182.77;171.55;219.10;244.97;277.87;170.0;0.39
ENERY;11.30;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%73;11.36;11.17;10.98;10.73;10.53;11.38;11.84;12.43;160.0;0.46
CWENE;26.30;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;26.59;25.91;24.96;23.44;22.20;27.43;30.28;33.90;155.0;0.74
ECILC;104.30;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;104.40;104.13;104.15;101.77;99.85;108.00;112.43;118.07;155.0;0.59
ENKAI;78.20;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;78.24;78.12;76.92;75.39;74.15;79.40;82.26;85.89;155.0;0.5
AEFES;15.74;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%47;15.76;15.71;15.59;15.34;15.13;16.00;16.47;17.08;145.0;0.67
ALARK;93.85;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;93.93;93.76;91.79;89.56;87.75;95.40;99.56;104.86;145.0;0.89
BSOKE;16.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%43;16.02;15.98;16.00;15.92;15.86;16.12;16.26;16.44;145.0;1.0
YKBNK;34.28;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%43;34.33;34.24;33.82;33.33;32.93;34.62;35.54;36.71;135.0;1.25
GARAN;135.10;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%45;135.23;135.03;135.06;134.47;134.00;136.00;137.09;138.47;130.0;1.86
KONTR;17.27;AL (TAKİP);YÜKSELİŞ;VOLATİLİTE;%37;17.57;16.67;;;;;;;130.0;0.49
MGROS;522.50;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%40;522.83;522.16;512.59;498.72;487.52;535.00;560.83;593.69;130.0;0.97
