Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ALARK;112.61;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;112.68;112.52;107.88;104.24;101.30;113.77;120.55;129.18;670.0;0.8
TAVHL;147.40;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;147.69;147.24;140.29;135.21;131.10;148.50;157.97;170.01;670.0;1.81
SAHOL;72.21;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;72.27;72.14;71.12;68.63;66.61;75.15;79.80;85.71;660.0;0.83
ASTOR;121.15;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;121.84;120.58;118.39;114.09;110.62;125.34;133.34;143.53;650.0;1.2
EKGYO;10.17;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;10.21;10.15;9.70;9.28;8.94;10.39;11.18;12.18;650.0;1.44
SASA;4.97;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;4.98;4.97;4.95;4.90;4.84;5.01;5.12;5.23;650.0;1.0
THYAO;284.27;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;284.42;284.06;274.63;267.31;261.39;286.47;300.12;317.47;650.0;0.69
AKSA;7.31;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;7.38;7.31;7.21;7.11;7.02;7.38;7.58;7.83;640.0;28.57
KLRHO;40.50;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%39;40.71;40.32;39.10;38.24;37.54;42.11;44.16;46.42;640.0;1.17
ZOREN;5.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;5.12;4.98;4.98;4.89;4.83;5.12;5.28;5.48;640.0;6.0
TSKB;8.26;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%50;8.27;8.24;8.19;7.99;7.83;8.51;8.88;9.35;635.0;0.5
CANTE;2.49;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;2.49;2.48;2.48;2.45;2.42;2.54;2.61;2.70;630.0;0.66
EUPWR;60.67;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;61.16;60.34;59.47;58.33;57.20;60.87;63.13;65.74;620.0;1.51
VAKBN;14.54;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%49;14.58;14.49;14.46;14.04;13.51;14.76;15.05;15.41;620.0;0.8
YEOTK;61.74;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;61.90;61.51;61.02;59.86;58.70;62.45;64.77;67.44;620.0;0.71
GENIL;53.34;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%60;53.83;52.52;52.21;51.36;50.67;53.58;55.17;57.18;615.0;0.61
AEFES;15.23;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;15.26;15.17;14.18;13.50;12.96;15.28;16.54;18.14;155.0;0.61
BRYAT;2632.90;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;2635.43;2630.37;2606.66;2546.89;2487.12;2680.61;2800.14;2937.91;155.0;1.0
CCOLA;52.88;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;53.02;52.73;49.38;46.35;43.89;54.29;59.95;67.15;155.0;0.92
EGEEN;13321.18;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;13405.52;13264.24;12757.52;12326.40;11977.96;13454.39;14257.57;15279.26;155.0;1.48
SOKM;65.98;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%64;66.32;65.79;62.60;60.50;58.81;69.88;74.85;80.33;155.0;1.76
AKSEN;36.62;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;36.63;36.61;35.66;34.76;34.03;37.12;38.81;40.95;145.0;1.46
ARCLK;148.80;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;148.85;148.74;145.33;141.88;139.10;150.90;157.32;165.48;145.0;0.83
ECILC;47.57;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;47.63;47.49;46.27;45.17;44.29;48.04;50.09;52.69;145.0;0.7
ENKAI;35.85;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%55;35.90;35.75;35.30;34.47;33.80;36.64;38.18;40.15;140.0;0.56
TKFEN;44.95;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%57;45.13;44.69;43.53;42.46;41.59;45.27;47.26;49.81;140.0;0.71
ANSGR;17.65;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;17.66;17.64;17.34;16.73;16.24;18.32;19.45;20.89;135.0;1.0
TURSG;5.90;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%55;5.92;5.89;5.53;5.29;5.10;6.34;6.90;7.51;135.0;1.02
ULKER;94.31;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%38;94.49;94.09;89.40;86.19;83.59;94.58;100.56;108.17;135.0;0.84
CIMSA;35.51;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%42;35.58;35.39;34.78;33.56;32.57;36.75;39.02;41.91;130.0;0.64
