Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
MPARK;117.63;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;118.17;116.35;113.30;105.44;99.08;126.01;140.66;159.30;660.0;0.43
RALYH;17.29;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;17.33;17.19;14.98;13.27;11.90;17.74;20.91;24.96;660.0;0.37
SAHOL;55.36;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;55.46;55.24;53.56;50.43;47.89;58.63;64.47;71.90;660.0;0.83
TAVHL;114.50;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;114.55;114.47;110.09;103.33;97.88;121.00;133.58;149.58;660.0;1.67
TUPRS;79.52;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;79.56;79.48;75.99;71.70;68.23;82.93;90.93;101.10;660.0;1.19
CCOLA;29.34;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;29.35;29.33;28.31;26.96;25.86;30.49;33.01;36.22;650.0;0.95
DOHOL;12.07;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;12.09;12.04;12.02;11.33;10.78;13.13;14.41;16.03;650.0;0.81
KLRHO;17.57;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;18.32;16.92;17.13;16.50;16.00;18.15;19.32;20.81;650.0;1.15
TKFEN;40.37;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;40.64;39.98;40.02;38.03;36.05;42.47;46.44;51.02;650.0;0.69
BRYAT;1817.03;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;1817.61;1816.46;1766.17;1584.72;1438.06;2059.49;2397.55;2827.58;640.0;1.0
VAKBN;12.35;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;12.37;12.33;12.13;11.56;10.98;12.84;13.98;15.30;640.0;1.0
AKSA;5.86;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%53;5.89;5.82;5.81;5.54;5.16;6.08;6.41;6.94;635.0;0.91
ALARK;110.29;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%64;110.31;110.26;103.42;94.95;88.11;117.10;132.87;152.93;635.0;0.92
ASELS;37.27;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%59;37.43;37.19;36.15;33.72;31.76;40.08;44.61;50.37;635.0;1.97
ENKAI;29.09;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%53;29.17;28.96;28.84;27.82;26.80;30.09;32.12;34.47;635.0;0.59
FROTO;78.55;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%52;78.68;78.48;75.15;69.89;65.63;83.66;93.47;105.95;635.0;2.02
KRDMD;22.86;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%54;22.90;22.82;22.19;21.13;20.08;23.49;25.59;28.01;635.0;1.02
BSOKE;1.05;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;1.08;1.03;1.04;1.01;0.95;1.08;1.13;1.20;630.0;1.09
YEOTK;44.97;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;45.17;44.69;43.69;38.61;34.49;51.92;61.40;73.46;630.0;0.71
ASTOR;117.36;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%53;118.29;116.58;104.08;93.22;84.45;121.64;141.87;167.61;625.0;1.2
GSRAY;1.52;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%54;1.53;1.51;1.45;1.37;1.26;1.53;1.63;1.79;625.0;0.51
VESTL;57.90;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%47;57.99;57.79;56.49;54.05;51.61;59.51;64.40;70.03;625.0;0.82
GESAN;92.70;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%46;93.14;92.27;92.10;85.60;80.35;102.60;114.70;130.10;620.0;1.02
TRALT;25.78;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%44;25.85;25.67;25.58;24.55;23.08;26.62;27.89;29.96;620.0;0.64
GENIL;61.54;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%52;62.84;59.36;57.83;54.51;51.20;61.93;68.56;76.20;615.0;0.6
AKBNK;28.74;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;28.94;28.56;27.94;25.73;23.94;31.52;35.64;40.88;155.0;1.1
BIMAS;255.75;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%62;258.08;252.67;236.91;220.10;206.51;264.09;295.42;335.27;155.0;0.76
GARAN;50.26;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;51.04;49.84;47.23;43.19;39.92;53.77;61.30;70.89;155.0;1.83
ISMEN;29.53;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%63;30.33;29.19;25.60;22.31;19.64;30.92;37.05;44.86;155.0;2.36
PGSUS;190.42;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%65;191.83;189.27;174.13;158.55;145.95;199.32;228.35;265.29;155.0;1.22
SKBNK;2.94;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;2.98;2.87;2.69;2.53;2.40;2.95;3.25;3.63;155.0;0.59
ISCTR;6.63;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%55;6.67;6.58;6.27;5.98;5.68;6.64;7.23;7.91;145.0;0.65
THYAO;252.52;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;252.90;252.00;230.32;209.75;193.13;263.56;301.88;350.62;145.0;0.72
TSKB;6.37;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;6.91;6.25;6.25;5.84;5.51;6.91;7.67;8.65;145.0;4.5
YKBNK;15.07;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%49;15.20;14.96;14.78;13.84;13.09;16.28;18.02;20.23;145.0;1.27
MAVI;22.86;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;22.95;22.76;21.28;19.60;18.24;23.99;27.11;31.09;140.0;0.98
OTKAR;327.65;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%61;328.39;326.27;309.16;282.65;261.22;352.01;401.40;464.23;140.0;0.54
SOKM;45.46;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;45.72;45.30;43.15;40.14;37.71;48.01;53.62;60.75;140.0;1.68
TURSG;2.28;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%55;2.29;2.27;2.17;1.99;1.84;2.47;2.82;3.27;140.0;0.5
AEFES;10.01;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;10.02;10.00;9.60;8.92;8.38;10.69;11.95;13.56;135.0;0.35
AGHOL;17.43;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;17.58;17.26;15.97;14.71;13.69;18.02;20.38;23.37;135.0;0.93
MIATK;17.85;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%59;18.90;16.95;16.84;15.12;13.73;19.62;22.82;26.89;135.0;1.18
BRSAN;379.90;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%55;381.29;378.55;308.36;264.10;228.33;462.36;567.25;683.05;125.0;1.03
HALKB;14.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;14.02;13.97;13.94;13.61;13.14;14.26;14.67;15.33;125.0;0.67
ANSGR;7.42;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%35;7.50;7.29;7.17;6.54;6.03;8.20;9.38;10.88;120.0;0.57
ARCLK;148.33;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%50;148.40;148.26;145.25;136.71;129.81;159.05;174.96;195.20;120.0;0.87
DOAS;183.85;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%49;183.97;183.77;175.46;158.39;144.60;203.05;234.85;275.30;120.0;1.47
ECILC;39.95;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%55;40.00;39.87;39.65;37.37;35.52;43.34;47.60;53.02;120.0;0.71
ENJSA;43.01;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;43.50;42.56;40.72;38.04;35.36;44.03;49.38;55.55;120.0;1.07
EREGL;19.54;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%53;19.57;19.50;18.97;18.44;17.90;19.64;20.71;21.94;120.0;0.6
TCELL;46.88;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%58;46.91;46.85;45.69;42.74;40.36;50.45;55.93;62.91;120.0;1.03
AKSEN;37.59;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%46;37.62;37.54;37.47;36.46;35.45;38.72;40.74;43.07;110.0;0.58
CWENE;40.22;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%62;40.35;40.05;36.66;32.33;28.83;43.65;51.72;61.98;110.0;0.73
MGROS;306.58;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%60;306.83;306.33;295.20;271.02;251.48;334.28;379.33;436.63;110.0;0.97
CIMSA;25.03;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%60;25.12;24.89;23.72;21.49;19.69;27.31;31.46;36.73;105.0;0.6
DAPGM;7.44;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%63;7.48;7.40;7.01;6.32;5.77;8.12;9.39;11.02;105.0;0.92
EGEEN;5959.99;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%50;5993.26;5937.53;5722.76;5466.62;5210.48;6039.67;6551.95;7142.37;105.0;1.48
EKGYO;8.28;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%53;8.32;8.24;8.05;7.81;7.48;8.28;8.57;9.04;105.0;1.22
GUBRF;313.70;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%50;314.06;313.10;307.85;290.43;276.35;336.00;368.45;409.73;105.0;0.6
KONTR;42.30;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%57;42.40;42.11;40.27;36.47;33.40;46.42;53.50;62.51;105.0;0.51
PETKM;17.20;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%57;17.25;17.15;17.19;16.59;15.99;17.94;19.14;20.53;105.0;1.0
TOASO;250.44;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%55;250.74;250.17;249.71;234.76;222.67;273.88;301.74;337.18;105.0;1.12
TSPOR;3.12;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%50;3.13;3.12;2.97;2.74;2.43;3.19;3.47;3.91;105.0;1.14
