Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
QUAGR;5.69;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;6.00;5.68;5.40;5.03;4.73;6.00;6.69;7.58;660.0;31.0
RALYH;138.40;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%69;138.42;138.34;123.05;109.47;98.49;145.00;170.30;202.49;655.0;0.33
CIMSA;48.94;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%46;48.98;48.88;48.30;;;49.92;51.18;52.08;625.0;0.67
EFOR;16.90;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%65;16.94;16.64;16.16;15.36;14.70;17.46;18.97;20.87;625.0;0.16
CANTE;1.60;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%28;1.63;1.59;;;;1.63;1.65;1.67;135.0;3.0
ASELS;134.93;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%59;135.04;134.88;129.38;120.45;111.51;140.43;158.30;178.89;125.0;2.33
KTLEV;8.39;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%45;8.47;8.23;7.93;7.46;7.07;8.70;9.59;10.72;125.0;0.49
TTKOM;59.55;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%53;59.64;59.48;57.76;56.24;54.72;59.65;62.70;66.21;125.0;1.29
KUYAS;49.50;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%53;50.70;47.09;47.09;41.95;35.40;50.70;54.31;58.78;120.0;0.5
BIMAS;468.38;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%40;469.37;467.07;463.88;455.21;;470.69;475.47;480.25;115.0;0.75
GARAN;111.20;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%44;111.32;111.13;110.73;109.71;108.40;111.45;112.17;113.06;115.0;1.71
HALKB;20.54;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%55;20.58;20.49;20.28;;;20.84;21.27;21.58;115.0;0.8
