Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ECILC;80.70;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;80.90;80.38;75.95;72.80;70.25;81.05;86.93;94.40;660.0;0.62
EREGL;32.44;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;32.60;32.18;31.83;31.29;30.86;32.70;33.70;34.97;660.0;0.62
ZOREN;3.78;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;3.80;3.75;3.75;3.72;3.70;3.80;3.86;3.93;650.0;0.67
BTCIM;4.79;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;4.85;4.71;4.71;4.59;4.47;4.85;5.09;5.36;640.0;0.75
RALYH;154.10;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%58;154.23;153.76;149.21;144.39;140.50;157.00;165.98;177.39;155.0;0.38
MAGEN;23.42;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%65;23.44;23.39;20.81;18.94;17.43;23.84;27.33;31.77;145.0;0.67
SISE;39.96;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;39.98;39.94;39.91;39.64;39.28;40.11;40.31;40.55;145.0;1.0
ASELS;218.02;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;218.34;217.87;208.99;201.86;196.10;220.52;233.80;250.70;140.0;2.09
KLRHO;120.70;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%63;121.53;120.00;109.40;100.37;93.08;124.00;140.82;162.22;140.0;1.19
AKSEN;39.86;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;39.89;39.81;39.71;39.44;39.17;40.04;40.58;41.20;135.0;0.6
HALKB;28.72;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%47;28.87;28.55;28.71;28.47;28.12;28.95;29.25;29.74;135.0;0.88
IZENR;10.50;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;10.59;10.35;9.88;9.20;8.65;10.99;12.27;13.89;135.0;0.6
KCAER;14.75;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%49;14.76;14.74;14.71;14.67;14.63;14.77;14.86;14.96;135.0;1.0
PETKM;19.18;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%44;19.22;19.14;19.14;19.05;18.99;19.28;19.44;19.64;135.0;1.0
BIMAS;527.30;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%50;527.42;527.15;526.81;522.72;516.89;530.90;535.97;544.15;130.0;0.75
THYAO;328.25;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%62;328.33;328.14;326.87;325.13;323.38;329.02;332.50;336.51;130.0;0.73
TUPRS;192.90;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%59;192.97;192.81;176.89;166.33;157.80;193.96;213.62;238.65;130.0;0.81
ENJSA;80.95;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%54;81.33;80.59;78.34;76.48;74.98;81.35;84.82;89.23;125.0;1.06
AKSA;11.65;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;11.67;11.63;11.18;10.77;10.44;11.84;12.60;13.58;120.0;1.0
EFOR;21.33;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%76;21.37;21.11;21.21;21.05;20.93;21.47;21.76;22.14;120.0;0.16
EKGYO;19.89;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;19.91;19.87;19.80;19.53;;20.02;20.17;20.31;120.0;1.0
GUBRF;311.25;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%50;311.62;310.62;304.62;299.44;295.25;313.00;322.66;334.94;120.0;0.59
TCELL;96.39;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%43;96.45;96.33;96.37;95.73;95.08;97.17;98.45;99.93;120.0;1.0
TRENJ;72.90;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%51;73.11;72.68;69.53;66.89;64.75;73.80;78.72;84.99;120.0;0.95
KONTR;18.65;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%46;18.80;18.34;17.95;17.12;16.30;18.97;20.61;22.51;115.0;0.49
BRSAN;456.25;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;456.72;455.78;448.74;424.25;399.77;479.03;528.00;584.44;110.0;1.0
KRDMD;30.20;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;30.23;30.18;29.86;29.54;29.22;30.25;30.88;31.61;110.0;1.5
ARCLK;132.70;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%57;132.87;132.50;130.50;;;132.70;134.43;135.65;105.0;0.85
BSOKE;15.82;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%53;15.85;15.80;15.67;15.28;14.73;16.06;16.54;17.31;105.0;1.5
EGEEN;8390.00;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%50;8412.17;8374.90;8331.23;8182.50;;8447.99;8530.00;8612.01;105.0;1.47
GRSEL;349.75;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%47;349.85;349.61;342.49;329.19;318.44;364.00;388.79;420.32;105.0;0.71
ISMEN;44.50;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%55;44.61;44.45;43.91;43.23;42.26;44.59;45.44;46.80;105.0;2.2
KUYAS;57.05;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%54;57.06;57.04;56.71;56.00;;57.26;57.65;58.04;105.0;1.0
MIATK;44.54;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%56;44.83;44.37;43.11;40.60;38.58;47.16;51.83;57.76;105.0;1.71
QUAGR;10.80;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%54;10.82;10.74;9.90;8.67;7.67;11.89;14.19;17.11;105.0;0.33
TRALT;26.22;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%50;26.27;26.14;26.11;25.75;25.46;26.70;27.37;28.23;105.0;0.63
DOHOL;17.70;SAT;DÜŞÜŞ;COŞKULU RALLİ;%62;17.77;17.37;17.37;17.08;16.79;17.77;18.29;;95.0;0.21
ENKAI;72.82;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%48;72.87;72.71;71.83;;;72.87;73.70;74.27;95.0;0.51
GARAN;142.50;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%48;142.68;142.39;141.90;;;144.38;146.33;147.70;95.0;1.64
GESAN;47.06;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%45;47.24;46.88;46.90;;;47.45;47.89;48.19;95.0;1.0
KCHOL;178.90;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%47;179.10;178.61;178.00;174.60;;180.67;182.55;184.43;95.0;0.69
OTKAR;538.50;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%43;538.74;538.09;536.86;528.13;517.00;543.00;549.14;556.73;95.0;0.59
TABGD;236.00;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%57;236.11;235.83;223.12;212.86;204.57;239.70;258.81;283.11;95.0;0.65
TOASO;261.25;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%48;261.47;261.05;256.95;252.57;246.34;261.33;266.74;275.50;95.0;1.1
TRMET;88.80;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%43;89.14;88.53;86.45;84.25;82.48;90.00;94.09;99.30;95.0;1.26
TSKB;13.73;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%48;13.74;13.72;13.62;13.44;;13.75;13.85;13.95;95.0;1.0
YEOTK;37.00;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%48;37.24;36.68;36.90;;;37.59;38.14;38.52;95.0;0.75
ALTNY;17.79;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%56;17.93;17.72;17.72;;;17.99;18.21;18.36;85.0;2.08
CWENE;20.76;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%49;20.77;20.73;20.47;19.80;19.13;21.29;22.63;24.17;85.0;0.59
ISCTR;14.55;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%47;14.56;14.53;14.50;14.23;;14.72;14.87;15.02;85.0;0.5
KTLEV;13.08;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%50;13.12;13.00;12.32;11.51;10.36;13.13;14.13;15.74;85.0;0.5
PASEU;109.40;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%51;109.45;109.38;106.60;101.31;93.79;111.89;118.43;129.00;85.0;2.5
PATEK;33.16;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%54;33.63;32.99;32.65;31.33;30.01;34.29;36.94;39.99;85.0;2.76
REEDR;11.28;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%42;11.30;11.25;11.11;10.75;10.30;11.36;11.61;11.92;85.0;0.67
TSPOR;1.28;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%40;1.29;1.27;1.26;1.21;1.14;1.30;1.33;1.38;85.0;1.0
TURSG;9.36;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%50;9.43;9.26;9.26;9.15;9.03;9.43;9.64;;85.0;0.7
VESTL;38.74;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%46;38.80;38.67;38.40;;;38.81;39.13;39.35;85.0;0.86
YKBNK;34.54;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%47;34.55;34.53;34.37;33.87;33.24;34.72;35.07;35.50;85.0;1.0
BRYAT;2389.00;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%49;2392.41;2381.17;2381.17;2363.00;2342.06;2392.41;2401.50;2410.59;75.0;0.44
EUPWR;29.10;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%34;29.27;28.98;29.00;;;29.53;29.95;30.24;75.0;1.42
