Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ALARK;106.60;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;106.75;106.42;100.96;96.97;93.75;107.40;114.83;124.27;670.0;0.83
RALYH;214.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%74;214.01;213.98;200.25;185.68;173.90;223.80;250.95;285.48;665.0;0.5
BSOKE;16.16;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;16.18;16.15;15.75;;;16.35;16.83;17.16;660.0;2.0
DAPGM;13.20;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%60;13.25;13.14;13.16;12.99;12.86;13.42;13.72;14.11;655.0;0.83
DOAS;186.40;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;186.54;186.31;185.00;182.85;179.79;187.15;189.80;194.10;650.0;1.56
BRSAN;525.50;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%49;526.03;524.98;519.22;511.25;503.29;529.07;545.00;563.36;645.0;1.02
SAHOL;85.15;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%46;85.25;85.03;84.33;83.48;82.28;85.17;86.21;87.90;640.0;0.83
TAVHL;296.50;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%53;296.76;296.36;294.74;284.68;276.55;311.00;329.74;353.58;635.0;1.86
BIMAS;552.00;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%42;552.17;551.78;547.79;541.51;533.50;552.21;556.62;562.09;625.0;0.77
KUYAS;53.80;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%25;53.82;53.77;52.90;51.01;48.60;54.23;55.55;57.20;625.0;0.67
EFOR;25.06;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%62;25.18;24.36;22.84;;;25.13;26.93;28.19;615.0;0.17
KLRHO;304.25;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%71;305.38;303.30;268.42;242.69;221.90;310.00;357.93;418.89;155.0;1.19
AKSEN;64.95;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%44;65.05;64.81;59.95;55.56;52.01;67.05;75.23;85.65;145.0;0.71
ASELS;224.70;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;225.09;224.52;220.63;215.14;210.70;229.50;239.73;252.74;145.0;2.17
CWENE;30.30;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%49;30.49;30.04;28.15;26.01;24.29;31.60;35.58;40.64;145.0;0.73
ASTOR;114.00;AL (TAKİP);YÜKSELİŞ;DÜZELTME;%58;114.78;113.34;112.00;109.10;106.75;116.70;122.11;129.00;140.0;1.18
MAVI;42.22;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%42;42.26;42.18;42.10;41.53;41.07;43.02;44.08;45.43;135.0;1.0
TRALT;42.88;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%57;43.09;42.58;41.73;38.47;35.84;47.00;53.07;60.79;135.0;0.7
TRENJ;94.50;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%56;94.72;94.28;90.98;86.86;83.53;97.65;105.33;115.11;135.0;1.0
TRMET;108.30;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;108.70;107.99;107.77;103.54;100.13;114.60;122.47;132.49;135.0;1.29
