Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
CIMSA;48.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;48.03;47.96;47.71;47.49;47.32;48.06;48.46;48.97;660.0;0.75
TUREX;7.79;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%28;7.82;7.72;7.72;7.63;7.56;7.86;8.03;8.24;660.0;0.43
ANSGR;27.32;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;27.33;27.30;26.67;26.06;25.57;27.66;28.80;30.24;650.0;0.5
SKBNK;7.95;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;8.03;7.92;7.92;;;8.03;8.11;8.17;650.0;2.67
YEOTK;43.46;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%46;43.51;43.39;42.11;41.15;40.38;43.66;45.44;47.71;650.0;0.71
ASELS;300.75;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%52;301.02;300.62;282.96;265.58;248.19;304.48;339.25;379.33;635.0;2.08
ASTOR;162.00;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%58;162.34;161.72;147.99;138.21;130.30;163.80;182.02;205.21;635.0;1.21
KUYAS;55.10;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%43;55.55;54.23;54.23;52.90;51.01;55.55;57.20;59.85;635.0;0.52
ALARK;110.30;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%62;110.40;110.18;104.55;99.88;96.10;112.10;120.80;131.88;155.0;0.83
ECILC;122.20;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%59;122.52;121.75;116.57;110.37;105.35;126.60;138.16;152.87;155.0;0.71
KLRHO;441.00;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%70;442.13;439.95;386.84;338.48;299.40;465.00;555.09;669.68;155.0;1.08
TCELL;112.80;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;112.94;112.68;110.84;108.20;106.08;115.10;120.01;126.25;155.0;1.17
ISMEN;45.66;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%38;45.76;45.62;44.60;43.90;43.33;45.74;47.05;48.72;145.0;2.5
TURSG;12.51;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%45;12.52;12.49;12.48;12.41;12.36;12.58;12.70;12.85;145.0;0.5
