Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
GESAN;59.85;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;60.32;59.41;57.55;55.08;53.09;61.55;66.15;72.01;670;1.07
QUAGR;3.21;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;3.25;3.10;3.13;2.99;2.82;3.22;3.31;3.43;670;0.36
YEOTK;43.34;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;43.51;43.12;43.22;42.05;40.88;44.66;47.00;49.69;670;0.77
MIATK;42.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%41;42.80;41.51;41.76;40.81;39.86;42.93;44.82;47.00;660;1.63
OYAKC;26.94;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%61;26.95;26.93;26.65;26.06;25.47;27.38;28.56;29.92;660;1.0
TUREX;8.33;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%0;8.40;8.17;8.13;7.96;7.83;8.40;8.71;9.11;660;0.44
KLRHO;513.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%67;513.86;512.17;477.22;411.65;346.08;558.35;689.50;840.65;650;1.04
SISE;48.02;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;48.03;48.01;47.28;45.03;43.22;50.90;55.08;60.39;650;1.0
TUKAS;2.95;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%0;3.10;2.87;2.87;2.81;2.74;2.95;3.08;3.23;650;1.84
VESTL;33.10;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%37;33.12;33.07;32.84;32.32;31.90;33.68;34.65;35.88;650;0.67
REEDR;7.12;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%0;7.20;7.03;7.11;7.09;7.07;7.13;7.15;7.18;645;0.89
CANTE;1.87;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%46;1.89;1.85;1.85;1.79;1.72;1.89;1.93;1.99;640;1.0
AEFES;21.50;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;21.52;21.48;20.48;19.61;18.74;21.55;23.28;25.28;155;1.0
CIMSA;53.95;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;54.00;53.88;53.66;52.31;51.22;55.85;58.37;61.58;155;0.71
DAPGM;13.31;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;13.45;13.13;12.99;12.69;12.39;13.36;13.96;14.65;155;0.78
EKGYO;26.22;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%62;26.26;26.19;25.56;24.60;23.82;27.12;28.92;31.20;155;1.33
ISMEN;53.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;53.27;52.89;50.91;49.00;47.46;54.00;57.56;62.08;155;2.45
KUYAS;68.50;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%83;68.56;68.44;66.04;63.83;62.05;69.60;73.71;78.93;155;1.0
SAHOL;110.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%62;110.09;109.88;106.92;101.92;97.88;115.00;124.32;136.17;155;0.75
CWENE;33.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%55;33.02;32.98;31.52;28.74;26.50;36.02;41.20;47.79;145;1.0
ENKAI;100.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;100.03;99.95;97.98;94.13;91.02;104.20;111.37;120.49;145;0.6
EUPWR;43.68;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;44.16;43.36;40.63;38.04;35.94;44.82;49.65;55.80;145;1.5
GSRAY;1.24;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%0;1.30;1.23;1.23;1.22;1.21;1.24;1.26;1.28;145;6.2
PGSUS;223.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%0;223.69;222.46;220.15;216.47;213.50;226.10;232.95;241.67;145;1.28
TAVHL;361.25;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%62;361.30;361.22;339.05;320.52;305.55;369.00;403.52;447.42;145;1.67
ARCLK;131.90;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%50;132.14;131.63;129.32;125.19;121.85;136.00;143.70;153.49;140;0.89
ECILC;131.30;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%61;131.40;131.16;121.15;114.07;108.35;132.60;145.79;162.57;140;0.71
