Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
TRALT;24.34;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%33;24.40;24.26;22.61;19.71;16.81;26.20;32.00;38.68;640.0;0.71
EKGYO;7.61;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%0;7.63;7.59;7.24;6.59;5.94;8.04;9.34;10.84;115.0;1.13
ENKAI;26.79;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%33;26.88;26.63;26.37;24.42;22.48;28.77;32.66;37.14;115.0;0.59
TUPRS;47.63;AL (TAKİP);YÜKSELİŞ;VOLATİLİTE;%0;47.74;47.53;46.70;44.10;41.49;49.92;55.13;61.13;110.0;1.19
ANSGR;4.26;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%33;4.33;4.13;3.99;3.50;3.10;4.79;5.72;6.89;105.0;0.56
FROTO;37.93;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%0;37.98;37.91;36.21;34.11;31.11;38.31;40.91;45.11;105.0;2.05
ARCLK;92.94;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%0;93.42;92.38;91.66;81.67;68.96;98.67;105.68;114.36;95.0;0.85
ASELS;26.27;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%0;26.35;26.24;25.74;22.98;20.21;29.16;34.68;41.05;95.0;2.27
BSOKE;1.42;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%66;1.43;1.42;1.30;1.19;1.09;1.42;1.63;1.87;95.0;1.81
DOHOL;8.97;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%0;8.97;8.96;8.80;8.04;7.28;9.73;11.25;12.99;95.0;0.32
ENJSA;25.50;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%0;25.57;25.42;24.90;22.43;19.96;27.95;32.89;38.58;95.0;1.0
KCHOL;62.72;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%0;62.90;62.46;60.38;56.49;50.96;64.26;69.07;76.84;95.0;0.72
KRDMD;17.02;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%0;17.06;16.99;16.76;15.85;14.93;17.89;19.72;21.83;95.0;1.46
