Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
CCOLA;54.03;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;54.19;53.85;54.00;53.80;53.54;54.14;54.28;54.45;670.0;0.92
ISCTR;12.32;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;12.37;12.25;11.89;11.59;11.35;12.38;12.94;13.65;670.0;0.77
SAHOL;80.29;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;80.38;80.17;78.42;77.06;75.97;80.61;83.14;86.35;670.0;0.81
TCELL;66.29;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;66.40;66.19;66.17;65.18;64.37;67.78;69.63;71.98;670.0;1.19
TTKOM;33.28;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;33.58;33.06;33.03;32.78;32.58;33.44;33.91;34.50;670.0;1.36
TSKB;9.40;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%49;9.43;9.34;9.16;8.96;8.80;9.49;9.87;10.34;660.0;0.5
VESTL;84.75;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;84.81;84.68;84.35;82.45;79.75;86.25;88.60;92.40;660.0;0.86
VAKBN;15.99;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;16.06;15.90;15.49;15.18;14.93;16.57;17.31;18.12;640.0;0.78
GRTHO;66.42;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;66.49;66.17;65.62;59.87;55.23;74.92;85.63;99.25;610.0;0.26
AEFES;15.61;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%58;15.63;15.58;15.39;15.18;15.01;15.74;16.13;16.63;155.0;0.76
AKBNK;51.26;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;51.51;51.03;48.14;46.13;44.50;51.40;55.16;59.94;155.0;1.12
MAVI;37.60;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;37.86;37.32;35.98;33.63;31.74;39.77;44.14;49.69;155.0;0.95
RALYH;26.98;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%57;27.10;26.65;24.38;22.61;21.18;27.24;30.54;34.74;155.0;0.37
YKBNK;28.60;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;28.73;28.50;27.53;26.53;25.73;29.14;31.00;33.36;155.0;1.3
GARAN;69.77;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%56;70.03;69.63;68.10;66.43;65.09;70.78;73.88;77.82;140.0;1.85
KCHOL;192.47;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;192.64;192.22;190.41;183.56;178.03;201.49;214.25;230.48;140.0;0.68
MPARK;230.90;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;232.15;227.94;216.33;205.23;196.26;234.27;254.95;281.25;140.0;0.42
ANSGR;17.60;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%50;17.65;17.52;17.55;17.45;17.37;17.71;17.89;18.12;130.0;0.58
BSOKE;6.83;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%55;6.87;6.80;6.23;5.65;5.18;7.17;8.25;9.63;130.0;1.19
TURSG;6.04;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%41;6.06;6.03;6.00;5.94;5.89;6.10;6.22;6.37;125.0;1.03
