Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ASELS;141.32;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;141.52;141.23;140.15;137.33;;142.36;143.92;145.47;670.0;2.22
FENER;4.08;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;4.11;4.05;4.03;4.00;3.97;4.14;4.21;4.30;670.0;1.04
QUAGR;6.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;6.02;5.94;5.64;5.22;4.88;6.31;7.09;8.08;670.0;0.33
SAHOL;80.90;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;80.99;80.78;80.33;79.32;77.88;81.33;82.58;84.60;660.0;0.75
EKGYO;14.78;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%46;14.79;14.77;14.72;14.40;14.07;15.13;15.78;16.54;650.0;1.0
YKBNK;27.50;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;27.52;27.49;27.17;26.69;26.21;27.77;28.74;29.86;650.0;2.0
HALKB;20.06;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%50;20.07;20.04;19.85;19.41;;20.19;20.44;20.68;645.0;0.5
PATEK;19.30;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%38;19.98;19.05;18.81;17.76;16.41;19.56;20.30;21.22;640.0;2.72
TCELL;88.93;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;89.03;88.84;87.59;85.18;;89.48;90.81;92.13;640.0;1.07
BIMAS;483.02;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%46;483.54;482.33;480.00;469.10;455.21;487.66;495.31;504.79;625.0;0.75
AKBNK;59.50;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%59;59.66;59.36;58.33;56.86;55.68;60.70;63.43;66.91;145.0;1.14
EREGL;24.57;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;24.63;24.46;24.20;23.73;23.36;24.94;25.81;26.90;145.0;0.58
GARAN;117.20;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;117.34;117.12;116.43;114.25;112.07;119.13;123.50;128.53;145.0;1.75
MAVI;35.60;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%23;36.06;35.11;35.46;35.03;34.41;35.89;36.43;37.30;145.0;0.94
MPARK;335.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;335.13;334.70;333.96;328.92;322.50;337.50;341.04;345.42;145.0;0.43
TAVHL;242.80;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%37;243.40;242.47;240.82;238.70;236.58;243.45;247.70;252.60;145.0;1.82
TUKAS;2.60;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%45;2.61;2.59;2.58;2.52;;2.63;2.67;2.71;145.0;1.0
AKSEN;34.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%39;34.02;33.97;33.34;32.73;32.24;34.32;35.45;36.89;135.0;0.67
