Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ENKAI;72.15;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;72.20;72.05;71.55;70.92;70.03;72.18;72.95;74.20;660.0;0.5
GRSEL;352.75;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;353.34;351.90;348.03;333.67;322.06;371.25;398.01;432.05;660.0;0.69
AKSA;12.16;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%46;12.17;12.15;11.66;11.16;10.75;12.47;13.41;14.60;650.0;1.0
PASEU;151.20;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;152.31;150.83;140.72;134.24;129.00;163.28;178.64;195.60;650.0;3.0
TURSG;9.95;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%48;9.96;9.94;9.76;9.61;9.50;9.99;10.26;10.60;645.0;1.0
BIMAS;533.25;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%50;533.51;532.90;533.13;522.72;509.46;540.44;547.75;556.79;635.0;0.74
AKSEN;48.86;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;49.02;48.64;47.11;45.17;43.61;50.25;53.86;58.46;155.0;0.73
MAGEN;25.34;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;25.62;24.97;25.28;24.71;24.25;26.20;27.26;28.61;155.0;0.76
SOKM;41.78;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%55;42.64;41.29;41.19;40.37;39.71;42.52;44.05;45.99;155.0;1.76
CCOLA;50.35;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%40;50.49;50.19;49.81;49.41;49.09;50.45;51.19;52.14;145.0;0.87
GRTHO;668.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;669.59;661.59;603.76;548.24;503.38;693.50;796.93;928.49;135.0;0.25
KLRHO;156.50;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%64;156.67;156.36;140.73;125.71;113.58;165.00;192.98;228.56;125.0;1.21
RALYH;178.50;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%68;178.53;178.41;167.93;159.54;152.75;181.50;197.14;217.04;125.0;0.33
ASELS;203.64;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%53;203.83;203.55;203.41;197.35;191.29;210.90;223.02;236.98;120.0;2.09
DOHOL;17.36;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;17.37;17.35;17.26;16.89;;17.55;17.75;17.95;120.0;1.0
EFOR;22.17;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%76;22.19;22.02;21.62;21.04;20.57;22.57;23.65;25.04;120.0;0.16
AGHOL;25.64;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%53;25.92;25.15;25.15;23.90;22.46;25.92;26.54;27.16;105.0;0.57
ECILC;90.90;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%58;90.92;90.86;87.28;80.71;71.36;93.84;101.97;115.10;105.0;0.5
EGEEN;7800.00;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%50;7833.64;7725.23;7725.23;7550.00;7348.04;7833.64;7921.25;8008.87;105.0;0.45
ENJSA;78.70;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%54;78.81;78.60;78.12;76.30;74.48;80.37;84.00;88.19;105.0;1.1
FROTO;90.55;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%57;91.45;88.67;88.67;84.17;78.99;91.45;93.70;95.95;105.0;0.48
TRENJ;71.95;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%52;72.01;71.89;71.21;68.25;65.29;74.88;80.80;87.63;105.0;1.0
ZOREN;3.32;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%50;3.37;3.29;3.29;3.15;2.99;3.37;3.44;3.51;105.0;1.67
AEFES;14.74;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%46;14.95;14.65;14.65;14.35;13.97;14.95;15.38;15.93;95.0;2.33
AKBNK;57.95;SAT;DÜŞÜŞ;COŞKULU RALLİ;%47;58.02;56.12;56.12;53.05;49.51;58.02;59.55;61.08;95.0;0.04
BSOKE;15.30;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%45;15.31;15.29;15.28;14.73;14.03;15.67;16.06;16.54;95.0;1.0
DOAS;173.00;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%54;175.15;171.80;171.80;166.40;160.17;175.15;177.85;180.55;95.0;1.79
GENIL;195.67;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%64;196.72;193.90;192.97;184.58;173.88;198.87;204.76;212.06;95.0;0.59
GSRAY;1.44;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%40;1.47;1.41;1.41;1.38;1.33;1.47;1.50;1.55;95.0;1.0
KTLEV;13.24;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%47;13.26;13.19;13.13;12.32;11.51;14.13;15.74;17.60;95.0;0.4
MAVI;39.20;SAT;DÜŞÜŞ;COŞKULU RALLİ;%46;39.66;38.97;38.97;38.11;36.72;39.66;40.35;41.34;95.0;2.0
SKBNK;6.96;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%44;7.04;6.90;6.90;6.81;6.71;7.04;7.22;;95.0;1.33
TABGD;234.30;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%57;234.59;233.86;230.23;218.61;209.22;249.00;270.64;298.16;95.0;0.66
ANSGR;21.80;SAT;DÜŞÜŞ;DÜZELTME;%56;21.98;21.58;21.58;21.08;20.28;21.98;22.38;22.95;90.0;0.82
ASTOR;97.60;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%54;99.65;96.95;96.95;93.60;88.20;99.65;102.35;106.20;85.0;3.15
CWENE;22.26;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%52;22.34;22.14;22.20;20.97;19.21;23.44;24.96;27.43;85.0;0.7
EKGYO;18.99;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%47;19.27;18.71;18.71;18.36;17.80;19.27;19.67;20.18;85.0;1.0
KCHOL;155.30;SAT;DÜŞÜŞ;COŞKULU RALLİ;%50;158.49;153.72;153.72;146.00;137.11;158.49;162.35;166.21;85.0;2.02
SISE;33.32;SAT;DÜŞÜŞ;COŞKULU RALLİ;%50;33.76;32.44;32.44;30.92;28.98;33.76;34.58;35.24;85.0;0.5
THYAO;297.75;SAT;DÜŞÜŞ;COŞKULU RALLİ;%59;301.50;296.25;296.25;287.75;277.96;301.50;305.75;310.00;85.0;2.5
TRMET;89.45;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%45;89.50;89.41;88.97;86.29;84.13;93.30;98.29;104.64;85.0;1.25
