Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ECILC;55.09;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;55.20;54.92;54.89;52.81;50.17;56.34;57.80;59.61;670.0;0.64
TUREX;7.96;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;8.04;7.74;7.62;7.40;7.23;7.98;8.39;8.91;670.0;0.36
EGEEN;13194.17;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%38;13213.22;13181.31;13166.83;13047.74;12878.20;13285.92;13433.26;13671.43;660.0;1.48
SASA;5.71;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%36;5.72;5.70;5.67;5.63;5.56;5.72;5.78;5.87;660.0;0.6
ZOREN;5.88;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;5.89;5.87;5.80;5.73;5.67;5.92;6.06;6.24;660.0;1.0
CIMSA;35.67;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%39;35.73;35.59;35.14;34.40;33.81;36.33;37.70;39.44;650.0;0.65
AKSA;11.79;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%53;11.80;11.79;11.06;10.44;9.93;12.07;13.24;14.72;645.0;1.3
BTCIM;5.37;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%45;5.37;5.36;5.28;5.11;4.98;5.54;5.84;6.23;645.0;0.29
MAVI;58.42;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%56;58.69;58.12;56.08;49.90;44.89;66.08;77.61;92.28;635.0;0.93
TAVHL;270.00;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%59;270.59;269.68;252.02;225.59;204.23;294.75;344.00;406.64;635.0;1.84
ULKER;165.29;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%52;165.55;164.99;156.71;145.61;136.65;174.64;195.31;221.60;635.0;0.85
ARCLK;180.20;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;180.41;179.95;180.05;178.84;177.30;180.90;181.75;182.80;155.0;0.84
EREGL;28.90;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;28.95;28.83;27.80;26.54;25.52;29.84;32.19;35.18;155.0;0.67
TCELL;103.76;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;103.87;103.67;96.51;89.72;84.23;107.49;120.15;136.24;155.0;1.13
ENJSA;64.65;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;64.81;64.50;64.42;63.55;62.84;65.84;67.47;69.55;145.0;1.08
TSPOR;4.12;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%45;4.20;4.05;4.06;3.97;3.87;4.18;4.38;4.61;145.0;1.0
BIMAS;597.65;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%51;598.56;596.43;548.88;514.50;486.72;604.45;668.50;749.97;140.0;0.75
ASELS;64.11;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%44;64.15;64.10;63.78;63.12;62.46;64.59;65.91;67.43;135.0;2.74
GENIL;72.58;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;73.46;71.11;69.43;67.21;65.41;73.02;77.16;82.42;135.0;0.6
KCHOL;219.74;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;219.77;219.71;218.06;215.52;212.29;219.84;221.62;223.83;135.0;0.73
PASEU;20.64;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;21.13;20.49;19.92;19.04;18.33;21.34;22.97;25.05;135.0;3.34
EKGYO;11.29;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%46;11.34;11.25;11.24;10.80;10.44;11.97;12.80;13.86;130.0;1.03
PETKM;24.72;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%49;24.75;24.69;24.24;23.44;22.80;25.52;27.00;28.88;130.0;1.0
TSKB;12.69;AL (TAKİP);YÜKSELİŞ;VOLATİLİTE;%57;13.15;11.96;11.96;11.22;10.63;13.15;14.52;16.26;130.0;0.63
BSOKE;10.59;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%64;10.60;10.58;9.73;9.05;8.51;10.83;12.09;13.70;125.0;0.74
CWENE;28.76;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%27;29.47;27.77;27.88;27.34;26.90;29.77;31.05;32.47;125.0;0.72
EFOR;3.49;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%66;3.70;2.32;3.24;3.08;2.96;3.77;4.14;4.54;125.0;0.18
PATEK;20.73;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;22.79;19.97;19.88;19.36;18.93;21.70;22.94;24.31;125.0;2.73
TTKOM;52.00;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;52.12;51.91;48.13;44.99;42.46;53.20;59.04;66.47;120.0;1.33
AKBNK;67.79;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%55;67.84;67.75;66.81;65.42;64.29;69.06;71.65;74.95;115.0;1.38
ENKAI;41.54;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%51;41.57;41.50;40.36;39.12;38.11;42.38;44.70;47.66;115.0;0.65
KUYAS;12.85;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%44;12.89;12.83;12.72;12.38;;12.99;13.18;13.36;115.0;2.0
MGROS;552.56;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%52;552.62;552.49;534.02;512.92;495.86;568.13;607.44;657.44;115.0;0.84
OYAKC;18.61;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%49;18.62;18.59;18.29;17.62;17.08;19.38;20.63;22.22;115.0;0.94
TUKAS;2.74;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%40;2.74;2.73;2.69;2.63;2.56;2.74;2.80;2.91;115.0;0.91
ALTNY;22.93;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%55;24.12;22.32;22.54;22.08;21.62;23.10;24.02;25.08;110.0;1.95
DOHOL;16.81;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%49;16.81;16.80;16.78;16.34;15.98;17.49;18.31;19.35;110.0;0.16
MIATK;66.20;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%37;66.75;65.74;65.68;64.90;64.12;66.64;68.20;70.00;110.0;1.2
AEFES;28.16;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%59;28.18;28.13;26.46;24.13;22.25;30.22;34.55;40.07;105.0;0.54
AGHOL;44.04;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%60;44.06;44.01;43.60;41.60;39.99;46.83;50.55;55.29;105.0;0.98
CCOLA;78.78;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%58;78.79;78.77;75.34;71.18;67.81;82.08;89.84;99.71;105.0;0.39
