Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ASELS;97.93;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;98.42;97.69;95.45;92.99;91.01;99.42;104.00;109.82;670.0;2.1
VAKBN;27.10;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;27.14;27.05;26.82;26.57;26.32;27.13;27.64;28.22;670.0;0.8
FENER;4.24;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;4.29;4.24;4.20;4.17;4.15;4.29;4.35;4.42;660.0;876.19
TKFEN;71.31;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;71.38;71.21;70.84;69.91;69.15;72.36;74.10;76.33;660.0;0.64
RALYH;90.81;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%65;90.82;90.79;81.65;75.98;71.40;101.37;114.81;129.64;645.0;0.44
AGHOL;31.09;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;31.10;31.08;30.93;30.78;30.65;31.19;31.48;31.85;640.0;1.11
GRSEL;211.40;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;215.56;205.46;195.45;;;212.68;226.21;235.71;630.0;0.7
OBAMS;10.96;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;10.97;10.95;10.62;10.21;9.79;11.13;11.95;12.91;620.0;0.98
DAPGM;7.83;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%74;7.93;7.72;7.79;7.70;7.64;7.92;8.08;8.27;170.0;0.91
EKGYO;14.72;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;14.78;14.67;14.72;14.62;14.52;14.84;15.04;15.27;155.0;1.13
GARAN;132.60;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;132.74;132.52;131.96;130.72;129.48;133.49;135.97;138.83;155.0;1.85
GENIL;159.61;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%55;160.40;158.29;153.31;145.40;139.01;166.09;180.82;199.57;155.0;0.6
ISCTR;15.64;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%55;15.66;15.61;15.64;15.29;15.00;16.20;16.85;17.68;155.0;0.73
AEFES;17.07;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;17.08;17.04;17.02;16.93;16.81;17.09;17.16;17.24;145.0;0.54
AKBNK;71.41;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%49;71.50;71.32;70.18;68.82;67.71;72.39;74.93;78.16;145.0;1.07
HALKB;20.20;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;20.24;20.16;19.61;18.82;18.19;20.88;22.35;24.21;145.0;1.0
PGSUS;247.20;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;247.27;247.14;242.64;238.28;234.75;249.70;257.83;268.18;145.0;1.17
GUBRF;282.50;AL (TAKİP);YÜKSELİŞ;DÜZELTME;%50;282.83;281.96;281.92;280.75;279.25;282.75;283.58;284.60;140.0;0.61
KRDMD;28.38;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;28.39;28.31;28.31;28.21;28.11;28.43;28.62;28.84;135.0;0.14
