Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ENKAI;56.86;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;57.05;56.52;56.45;55.14;53.84;58.06;60.67;63.67;670.0;0.58
YEOTK;52.60;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;52.96;52.12;52.14;49.70;;54.05;55.40;56.75;670.0;0.75
DOAS;185.31;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;185.58;185.13;180.41;170.51;;188.18;193.64;199.09;660.0;1.52
ISMEN;39.18;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;39.20;39.18;36.98;;;39.27;41.07;42.33;660.0;3.43
MIATK;40.20;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;41.02;39.70;39.34;37.87;36.00;40.37;41.40;42.68;660.0;1.64
CIMSA;48.73;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%55;48.82;48.59;47.80;46.11;43.95;48.99;50.18;51.65;655.0;0.62
TTRAK;759.10;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%54;759.42;758.38;752.83;733.46;714.10;776.80;815.53;860.18;655.0;0.45
KRDMD;28.54;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%47;28.60;28.49;28.10;26.48;;29.38;30.27;31.16;645.0;1.2
ULKER;109.02;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%49;109.08;108.96;108.61;102.45;;113.45;116.84;120.24;635.0;0.93
FROTO;96.17;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%63;96.43;96.04;94.58;92.94;91.31;96.60;99.87;103.63;155.0;1.91
PGSUS;257.25;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%57;258.27;256.32;253.53;245.57;234.23;261.48;271.33;287.25;155.0;1.1
TKFEN;129.39;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%61;130.12;128.33;121.56;110.93;102.34;138.75;158.55;183.74;155.0;0.69
TUREX;21.31;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%66;21.46;20.92;20.25;19.45;18.80;21.55;23.05;24.96;155.0;0.38
ASELS;120.25;AL (TAKİP);YÜKSELİŞ;VOLATİLİTE;%61;120.71;120.03;114.11;108.09;103.22;123.84;135.06;149.33;140.0;2.14
DOHOL;14.19;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;14.23;14.14;14.16;13.94;13.64;14.37;14.63;15.06;140.0;0.77
HALKB;20.16;AL (TAKİP);YÜKSELİŞ;DÜZELTME;%57;20.24;20.06;20.01;19.15;18.28;21.07;22.80;24.79;140.0;0.8
