Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
EREGL;26.67;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;26.76;26.53;25.49;24.67;24.01;26.82;28.35;30.30;670.0;0.61
TOASO;302.27;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%59;302.56;302.00;278.17;262.11;249.13;304.13;334.06;372.12;670.0;1.1
AEFES;22.42;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%59;22.43;22.41;20.98;19.70;18.67;23.05;25.43;28.46;660.0;0.84
VAKBN;23.94;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%65;23.98;23.89;21.84;20.31;19.08;24.30;27.14;30.75;650.0;0.8
ANSGR;25.84;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;25.87;25.79;24.57;23.13;21.69;26.34;29.22;32.53;640.0;0.59
TURSG;8.72;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%44;8.73;8.71;8.47;7.94;7.50;9.34;10.33;11.60;605.0;0.96
BIMAS;551.54;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;553.32;549.19;511.42;484.20;462.20;555.41;606.12;670.63;155.0;0.76
DOHOL;16.05;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;16.07;16.02;15.73;15.49;15.30;16.12;16.57;17.14;155.0;0.61
MAVI;57.31;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%57;57.82;56.76;50.26;45.19;41.08;58.46;67.92;79.94;155.0;0.94
RALYH;41.04;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%64;41.10;40.85;34.94;31.15;28.09;41.07;48.14;57.12;155.0;0.35
TKFEN;56.23;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;56.36;56.05;55.26;54.66;54.17;57.36;58.79;60.37;155.0;0.68
BTCIM;5.11;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%38;5.12;5.10;4.97;4.87;4.78;5.14;5.34;5.59;145.0;0.55
ENKAI;40.27;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;40.29;40.23;39.08;38.08;37.27;40.70;42.57;44.95;145.0;0.66
GARAN;106.85;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;106.92;106.81;95.72;88.78;83.17;106.95;119.88;136.33;145.0;1.8
MGROS;512.68;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;512.98;512.36;496.48;482.56;471.30;519.00;544.95;577.95;145.0;0.97
TSKB;11.84;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;11.85;11.83;10.97;10.42;9.98;11.85;12.87;14.16;145.0;1.0
TSPOR;3.49;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%44;3.50;3.47;3.48;3.43;3.38;3.55;3.65;3.76;145.0;0.68
MPARK;370.03;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;371.56;366.43;324.42;292.67;267.00;375.75;434.91;510.16;140.0;0.42
OTKAR;637.50;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%60;638.04;636.50;604.65;580.93;561.75;643.00;687.20;743.43;140.0;0.54
