Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
EKGYO;8.23;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;8.27;8.19;7.97;7.80;7.66;8.26;8.58;9.00;670.0;1.14
FROTO;71.23;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;71.37;71.16;66.82;63.14;60.18;72.75;79.60;88.30;670.0;2.06
CANTE;4.32;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%73;4.34;4.25;4.05;3.79;3.59;4.47;4.94;5.55;665.0;0.38
TSKB;4.96;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;4.97;4.94;4.84;4.70;4.59;5.07;5.33;5.67;660.0;0.5
ALARK;77.51;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;77.52;77.49;74.56;71.61;69.23;79.33;84.83;91.82;650.0;0.73
ASELS;29.38;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%62;29.40;29.38;28.51;27.54;26.76;30.08;31.89;34.19;650.0;4.39
BTCIM;1.51;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;1.52;1.50;1.44;1.37;1.32;1.55;1.67;1.83;650.0;0.63
EGEEN;5639.30;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;5642.71;5636.99;5470.57;5262.41;5094.17;5807.05;6194.85;6688.17;650.0;1.48
GUBRF;280.20;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;280.25;280.13;271.94;261.38;252.85;289.00;308.67;333.68;650.0;0.71
PETKM;15.93;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;15.95;15.91;15.83;15.49;15.21;16.38;17.02;17.83;650.0;1.0
QUAGR;8.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;8.01;7.96;8.00;7.78;7.55;8.27;8.71;9.22;650.0;0.25
TKFEN;39.83;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;39.95;39.66;38.58;36.87;35.48;41.34;44.53;48.59;650.0;0.69
TUPRS;68.89;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;69.06;68.75;65.56;63.26;61.40;69.27;73.56;79.00;650.0;1.15
TURSG;1.29;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;1.31;1.29;1.28;1.27;1.25;1.31;1.34;1.38;650.0;21.2
