Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
KUYAS;16.56;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;16.68;16.51;15.71;15.17;14.74;16.59;17.59;18.87;670.0;2.24
TUREX;10.30;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%59;10.33;10.21;9.56;8.97;8.50;10.52;11.62;13.02;670.0;0.33
SKBNK;4.53;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%44;4.57;4.47;4.52;4.43;4.36;4.66;4.82;5.02;660.0;0.73
BRSAN;548.50;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%66;549.54;547.49;539.81;520.75;501.69;563.39;601.50;645.43;155.0;1.03
BSOKE;22.62;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%68;22.69;22.56;18.86;16.43;14.48;22.77;27.28;33.02;155.0;1.0
GUBRF;188.60;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%44;189.36;187.35;184.67;178.47;173.45;194.70;206.26;220.97;145.0;0.61
BIMAS;551.97;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%53;552.52;551.25;551.31;549.68;547.60;552.46;553.61;555.02;140.0;0.76
PGSUS;239.00;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%52;239.73;238.41;238.14;235.65;233.16;241.22;246.20;251.94;130.0;1.24
KTLEV;4.50;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%36;4.57;4.35;4.49;4.38;4.28;4.62;4.84;5.09;125.0;0.51
VAKBN;21.20;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%63;21.23;21.16;21.12;20.86;20.48;21.38;21.71;22.24;125.0;0.75
ENKAI;45.81;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%51;45.82;45.79;45.64;43.38;41.56;49.29;53.49;58.83;115.0;0.58
