Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ANSGR;4.27;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%25;4.29;4.23;4.23;4.16;4.07;4.28;4.33;4.39;650.0;0.5
GARAN;25.45;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;25.88;25.22;25.18;24.30;23.42;26.27;28.04;30.07;650.0;1.81
BIMAS;145.61;AL (TAKİP);YÜKSELİŞ;DÜZELTME;%53;146.96;143.82;144.67;140.54;136.42;149.77;158.02;167.53;140.0;0.76
EUPWR;26.32;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%100;32.19;22.41;23.62;21.95;20.60;29.43;33.38;37.75;140.0;1.5
GRTHO;25.70;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%100;34.22;24.20;24.20;23.27;22.52;27.43;29.64;32.07;140.0;5.68
RALYH;9.08;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%54;9.23;8.67;8.40;7.95;7.59;9.13;9.96;11.03;140.0;0.37
KUYAS;8.03;AL (TAKİP);YÜKSELİŞ;VOLATİLİTE;%61;8.11;7.98;7.87;7.62;7.42;8.27;8.73;9.32;130.0;1.89
CCOLA;20.25;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%48;20.35;20.14;19.95;19.30;18.77;21.00;22.20;23.74;115.0;0.98
TTRAK;239.19;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%42;239.42;238.69;238.92;;;244.11;248.19;251.05;115.0;0.47
AEFES;5.96;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%43;5.98;5.92;5.82;5.65;5.49;6.02;6.34;6.72;105.0;0.67
TOASO;162.20;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%50;162.73;161.72;157.38;145.28;129.86;165.88;174.39;184.90;105.0;1.1
BRYAT;746.29;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%33;749.24;743.34;745.05;;;794.03;832.48;859.49;95.0;1.0
ECILC;27.68;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%45;27.75;27.56;26.84;;;28.27;29.39;30.18;95.0;0.65
MGROS;161.90;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%51;162.11;161.69;158.47;152.75;147.02;165.56;177.01;190.21;95.0;0.97
MIATK;7.83;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%48;7.95;7.73;7.79;;;8.05;8.25;8.39;95.0;1.18
MPARK;71.12;SAT;DÜŞÜŞ;COŞKULU RALLİ;%16;71.98;66.82;66.82;60.86;53.29;71.98;75.18;77.76;95.0;0.2
SASA;5.47;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%36;5.51;5.43;5.43;5.31;5.16;5.51;5.57;5.64;95.0;0.87
BRSAN;107.30;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%51;109.17;105.48;95.74;76.75;;110.65;121.13;131.60;85.0;1.03
MAGEN;4.64;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%55;4.73;4.52;;;;4.89;5.08;5.22;85.0;0.72
SOKM;30.49;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%45;30.65;30.40;30.16;29.02;27.87;31.58;33.87;36.50;85.0;1.67
EREGL;15.78;SAT;DÜŞÜŞ;VOLATİLİTE;%36;16.75;15.72;15.72;14.52;13.00;16.75;17.40;17.91;80.0;17.45
FROTO;44.55;SAT;DÜŞÜŞ;VOLATİLİTE;%54;45.74;44.41;44.41;42.88;40.94;45.74;46.56;47.23;80.0;8.52
KCHOL;68.08;SAT;DÜŞÜŞ;VOLATİLİTE;%36;68.92;67.62;67.62;66.12;64.21;68.92;69.73;70.38;80.0;1.81
YKBNK;8.96;SAT;DÜŞÜŞ;VOLATİLİTE;%44;9.05;8.89;8.89;8.71;8.48;9.05;9.15;9.23;80.0;1.26
AGHOL;8.84;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%40;8.91;8.76;8.76;8.59;8.38;8.91;8.99;9.07;75.0;0.93
CANTE;2.36;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%0;3.64;2.20;2.20;0.54;;3.64;4.53;5.25;75.0;8.2
DOHOL;7.75;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%38;8.00;7.45;7.45;7.08;6.67;8.00;8.16;8.29;75.0;0.86
EKGYO;5.60;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%40;5.83;5.59;5.59;5.31;4.94;5.83;5.99;6.11;75.0;27.29
KONTR;19.92;SAT;DÜŞÜŞ;COŞKULU RALLİ;%48;21.07;19.86;19.86;18.46;16.68;21.07;21.82;22.43;75.0;18.61
QUAGR;6.42;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%48;6.44;6.34;6.37;;;6.78;7.09;7.31;75.0;0.28
YEOTK;16.78;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%40;17.25;16.69;16.69;16.04;15.21;17.25;17.59;17.87;75.0;5.24
HEKTS;9.56;SAT;DÜŞÜŞ;VOLATİLİTE;%33;10.02;9.32;9.32;8.50;7.47;10.02;10.46;10.81;70.0;1.89
TSKB;3.89;SAT;DÜŞÜŞ;VOLATİLİTE;%25;3.93;3.82;3.82;3.69;3.53;3.93;4.00;4.06;70.0;0.57
TURSG;1.04;SAT;DÜŞÜŞ;DÜZELTME;%22;1.04;1.01;1.01;0.98;0.95;1.04;1.06;1.07;70.0;0.07
AKBNK;14.69;SAT;DÜŞÜŞ;VOLATİLİTE;%46;14.95;14.62;14.62;14.25;13.77;14.95;15.15;15.32;60.0;3.77
AKSA;4.64;SAT;DÜŞÜŞ;DÜZELTME;%29;4.94;4.63;4.63;4.28;3.83;4.94;5.13;5.28;60.0;35.12
AKSEN;26.94;SAT;DÜŞÜŞ;VOLATİLİTE;%33;27.08;26.43;26.43;25.68;24.72;27.08;27.48;27.81;60.0;0.28
ALARK;53.64;SAT;DÜŞÜŞ;VOLATİLİTE;%42;56.16;52.93;52.93;49.22;44.49;56.16;58.15;59.76;60.0;3.54
ARCLK;91.22;SAT;DÜŞÜŞ;VOLATİLİTE;%38;98.40;91.03;91.03;82.52;71.71;98.40;102.97;106.66;60.0;37.29
ASELS;21.46;SAT;DÜŞÜŞ;VOLATİLİTE;%44;23.13;21.42;21.42;19.44;16.92;23.13;24.19;25.05;60.0;45.44
ASTOR;44.43;SAT;DÜŞÜŞ;VOLATİLİTE;%62;45.75;44.08;44.08;42.15;39.70;45.75;46.79;47.63;60.0;3.74
CIMSA;11.02;SAT;DÜŞÜŞ;VOLATİLİTE;%33;12.00;11.01;11.01;9.88;8.43;12.00;12.61;13.10;60.0;85.77
