Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
DAPGM;7.98;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%70;8.04;7.92;7.92;7.76;7.56;8.03;8.14;8.28;670.0;1.0
KUYAS;39.40;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;39.48;39.30;38.71;38.08;37.45;39.50;40.76;42.22;670.0;0.8
SASA;4.23;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;4.24;4.22;4.15;4.05;3.98;4.31;4.49;4.72;670.0;1.0
GUBRF;274.50;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%43;274.71;274.15;;;;281.08;286.25;289.88;640.0;0.6
TUREX;42.60;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%72;42.72;42.29;36.47;32.57;29.41;42.78;50.05;59.31;170.0;0.39
BRYAT;2120.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;2128.28;2111.18;2052.32;1954.55;1830.00;2121.00;2189.68;2274.65;155.0;0.94
EREGL;22.29;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;22.38;22.14;22.25;;;22.43;22.58;22.68;145.0;0.61
SOKM;37.60;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%28;37.95;37.40;37.58;36.94;;38.09;38.44;38.79;145.0;1.75
ENKAI;62.92;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%54;62.99;62.79;60.98;58.81;57.05;64.49;68.54;73.68;140.0;0.57
QUAGR;5.31;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%57;5.34;5.22;5.03;4.73;4.49;5.52;6.08;6.80;140.0;0.33
IZENR;6.35;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;6.39;6.29;6.33;6.05;5.65;6.60;6.95;7.50;135.0;0.67
BSOKE;20.74;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%59;20.78;20.71;19.10;17.97;17.07;20.92;23.02;25.68;130.0;1.33
MPARK;326.50;AL (TAKİP);YÜKSELİŞ;DÜZELTME;%42;326.77;325.86;325.78;322.25;;328.55;330.50;332.45;130.0;0.42
ASELS;134.83;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%58;135.02;134.74;127.31;118.76;111.86;141.12;157.04;177.29;125.0;2.17
KTLEV;6.65;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%40;6.72;6.50;6.56;6.34;6.17;6.90;7.30;7.81;125.0;0.49
OBAMS;11.24;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;11.25;11.23;10.93;10.53;9.95;11.34;11.84;12.65;125.0;0.67
RALYH;117.80;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%65;117.85;117.66;103.11;93.34;85.44;118.90;137.10;160.26;125.0;0.36
DOHOL;15.31;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;15.32;15.31;15.04;14.62;14.02;15.46;15.98;16.82;120.0;2.6
BTCIM;5.29;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%44;5.30;5.28;5.14;4.96;4.81;5.43;5.77;6.20;115.0;1.0
TOASO;200.00;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%44;200.39;199.63;199.68;196.95;194.22;203.05;208.50;214.78;115.0;1.05
GRSEL;289.18;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%46;291.52;285.84;282.14;273.31;266.17;296.41;312.86;333.79;110.0;0.7
ECILC;42.26;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%48;42.27;42.23;;;;42.60;42.86;43.05;105.0;0.4
SKBNK;5.13;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%59;5.14;5.11;5.12;4.88;4.69;5.50;5.94;6.50;105.0;0.36
TKFEN;136.36;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%61;136.51;136.14;126.68;115.08;103.48;141.03;164.23;190.96;105.0;0.71
