Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
EGEEN;15578.38;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;15623.04;15548.23;14653.53;13860.08;13218.81;15936.08;17414.28;19294.63;670.0;1.48
ENJSA;54.73;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;54.80;54.66;52.57;50.60;48.63;55.00;58.93;63.47;660.0;1.04
BRSAN;679.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;679.07;678.93;661.18;635.81;603.50;696.82;718.86;754.50;650.0;1.0
OTKAR;502.52;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;502.64;502.31;495.90;480.45;465.00;515.02;545.92;581.53;650.0;0.57
RALYH;15.84;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;15.84;15.82;15.56;15.11;;15.91;16.16;16.41;650.0;0.32
PGSUS;175.03;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%60;175.76;174.44;169.35;164.07;159.79;177.90;187.75;200.28;645.0;1.22
SASA;4.91;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;4.91;4.90;4.68;;;4.92;5.12;5.26;640.0;0.33
ASTOR;117.94;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%56;118.50;117.48;114.07;109.78;103.68;118.36;123.67;132.25;635.0;1.21
ENKAI;34.28;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%56;34.34;34.17;33.72;32.51;30.96;34.57;35.43;36.48;635.0;0.55
SOKM;62.16;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%60;62.47;61.98;61.30;59.02;55.77;63.58;66.40;70.95;635.0;1.77
BRYAT;3755.82;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;3761.23;3750.41;3520.27;3285.86;3096.40;3899.17;4335.88;4891.40;155.0;1.0
MPARK;199.31;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%57;200.76;195.91;193.61;186.86;181.39;204.54;217.13;233.14;155.0;0.43
AKSA;8.26;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;8.27;8.24;8.01;7.75;7.49;8.33;8.84;9.43;140.0;0.58
FROTO;90.76;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;90.96;90.65;86.49;83.15;80.44;91.90;98.13;106.05;140.0;1.92
PATEK;24.45;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%100;29.08;22.76;20.71;18.40;16.53;28.77;34.25;40.31;140.0;2.73
KCAER;21.04;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;21.70;20.21;20.42;18.53;17.00;23.47;26.98;31.46;135.0;0.79
KCHOL;156.96;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%47;157.01;156.88;155.56;150.89;147.11;163.12;171.83;182.91;135.0;0.7
