Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
PETKM;16.01;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;16.06;15.97;15.61;15.31;15.07;16.10;16.66;17.37;670.0;1.25
AKSEN;33.66;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;33.74;33.55;33.64;33.36;33.14;34.09;34.61;35.27;660.0;0.69
EREGL;18.94;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;18.94;18.93;18.48;18.04;17.68;19.19;20.01;21.06;660.0;0.46
TTRAK;363.72;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%49;364.45;362.21;336.66;317.77;302.49;367.21;402.41;447.19;660.0;0.48
CCOLA;23.38;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;23.44;23.32;23.26;22.87;22.56;23.88;24.61;25.52;650.0;0.93
GESAN;59.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%36;60.37;59.24;59.60;;;60.11;60.52;60.80;640.0;1.02
TSPOR;2.57;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;2.58;2.57;2.49;2.40;2.33;2.63;2.80;3.01;640.0;2.43
KLRHO;14.09;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;14.27;13.93;13.71;12.81;11.53;14.61;15.72;17.52;620.0;1.12
TUPRS;64.49;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;64.54;64.46;62.08;60.45;59.13;64.72;67.77;71.64;620.0;1.4
BRSAN;285.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%55;286.60;283.45;241.20;209.77;184.38;292.00;350.55;425.02;155.0;1.03
ECILC;37.21;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;37.35;36.98;35.50;34.01;32.80;37.91;40.68;44.22;155.0;0.62
ISMEN;13.64;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%58;14.07;13.46;12.63;11.82;11.16;13.95;15.46;17.39;155.0;2.35
BRYAT;1443.65;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%46;1464.12;1423.17;1295.67;1204.13;1130.14;1614.20;1831.15;2070.67;145.0;1.0
DOAS;133.82;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%42;134.80;133.17;122.57;115.61;109.98;146.79;163.28;181.50;145.0;1.51
EGEEN;5447.08;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%44;5484.35;5421.91;5224.80;5063.61;4933.33;5485.37;5785.67;6167.69;145.0;1.48
KRDMD;23.18;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;23.20;23.16;21.87;20.88;20.08;23.48;25.33;27.68;145.0;1.19
ODAS;7.84;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;7.91;7.76;7.48;7.24;7.05;7.87;8.32;8.89;145.0;0.88
TTKOM;22.32;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;22.65;22.08;21.01;20.05;19.28;22.56;24.34;26.61;145.0;1.37
TURSG;1.27;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%43;1.28;1.26;1.25;1.24;1.23;1.27;1.29;1.32;145.0;1.32
CIMSA;18.83;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%52;18.92;18.70;17.32;16.32;15.51;18.94;20.81;23.19;140.0;0.65
FENER;2.00;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;2.03;1.98;1.97;1.89;1.77;2.05;2.16;2.32;140.0;1.18
TOASO;222.41;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;222.77;222.08;214.02;205.89;199.31;227.17;242.32;261.60;140.0;1.09
