Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
RALYH;58.13;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;58.14;58.11;57.18;56.19;55.39;58.79;60.64;63.00;660.0;0.63
SKBNK;4.53;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%42;4.57;4.46;4.33;4.00;;4.59;4.78;4.96;625.0;0.63
TSPOR;2.54;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%31;2.56;2.52;2.52;2.42;2.32;2.64;2.84;3.07;625.0;0.98
OBAMS;8.51;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;8.62;8.41;8.10;7.66;7.23;8.64;9.52;10.53;620.0;1.19
CCOLA;59.93;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;60.05;59.79;59.62;59.25;58.95;60.22;60.92;61.80;155.0;0.86
CIMSA;50.27;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%58;50.38;50.11;46.74;44.17;42.08;50.91;55.72;61.83;155.0;0.66
HALKB;18.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;18.08;17.90;17.69;17.27;16.93;18.37;19.15;20.15;155.0;0.8
ISMEN;40.42;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;40.63;40.33;40.26;40.04;39.86;40.61;41.02;41.54;155.0;2.44
OYAKC;24.25;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%61;24.30;24.20;22.81;21.22;19.93;25.38;28.34;32.11;155.0;0.85
VAKBN;25.50;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;25.57;25.42;24.93;24.53;24.21;25.58;26.33;27.27;155.0;0.88
GARAN;128.06;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;128.15;128.01;124.74;120.90;117.79;130.96;138.12;147.23;145.0;1.55
THYAO;296.48;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%42;296.67;296.21;292.92;290.57;288.67;296.73;301.11;306.69;145.0;0.68
ANSGR;27.28;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;27.32;27.20;25.56;24.30;23.28;27.59;29.93;32.91;140.0;0.55
ASELS;80.95;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;81.04;80.90;75.99;72.39;69.49;81.80;88.49;97.01;140.0;1.99
EKGYO;14.26;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%56;14.30;14.23;13.43;12.87;12.41;14.34;15.39;16.73;140.0;1.06
TRENJ;58.00;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%62;58.11;57.88;54.74;51.26;48.46;60.35;66.82;75.05;135.0;0.92
TURSG;8.49;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;8.50;8.48;8.38;7.96;7.63;9.05;9.82;10.81;135.0;0.72
YKBNK;31.70;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%42;31.72;31.68;31.65;31.21;30.86;32.36;33.18;34.21;135.0;1.0
MGROS;537.98;AL (TAKİP);YÜKSELİŞ;DÜZELTME;%53;538.23;537.73;522.83;504.06;488.90;553.16;588.12;632.58;130.0;0.98
TUPRS;134.62;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%44;134.72;134.49;134.42;134.15;133.80;134.81;135.05;135.44;130.0;0.81
DAPGM;7.44;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%73;7.45;7.43;6.94;6.61;6.34;7.49;8.12;8.92;125.0;1.0
TCELL;96.43;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%52;96.56;96.31;94.24;92.23;90.60;97.49;101.23;106.00;125.0;1.07
MPARK;395.00;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%56;395.09;394.78;393.50;390.96;387.35;396.04;399.18;404.25;115.0;0.41
QUAGR;3.57;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%58;3.68;3.56;3.45;3.30;3.19;3.68;3.95;4.29;115.0;11.0
TAVHL;285.00;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%53;285.05;284.97;283.26;281.87;280.75;285.50;288.08;291.37;115.0;1.67
GRTHO;168.80;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;169.05;167.78;159.97;150.76;143.31;174.85;192.01;213.84;110.0;0.25
PASEU;32.30;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;32.78;32.14;30.46;28.86;27.56;33.06;36.05;39.86;110.0;3.0
TSKB;13.39;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%39;13.44;13.24;13.24;13.12;13.03;13.44;13.67;13.95;110.0;0.33
AKBNK;64.56;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%49;64.58;64.55;62.56;60.33;58.52;66.17;70.34;75.63;105.0;2.06
AKSEN;40.68;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%55;40.69;40.67;40.25;39.09;38.16;42.12;44.27;47.01;105.0;1.0
FENER;3.76;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%51;3.77;3.76;3.74;3.67;3.57;3.82;3.90;4.05;105.0;2.28
GUBRF;283.75;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%55;283.80;283.66;270.01;254.70;242.33;294.75;323.27;359.55;105.0;0.56
