Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ENJSA;64.32;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;64.45;64.19;63.55;62.84;62.13;64.42;65.84;67.47;660.0;1.08
GSRAY;2.14;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%43;2.15;2.14;2.13;2.11;;2.15;2.16;2.17;650.0;1.27
SASA;5.75;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%34;5.75;5.74;5.71;5.66;5.63;5.78;5.86;5.97;650.0;1.0
BTCIM;5.09;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%44;5.10;5.08;4.98;4.85;4.66;5.11;5.28;5.54;640.0;0.94
AEFES;28.36;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%59;28.37;28.35;26.46;24.13;22.25;30.22;34.55;40.07;635.0;0.86
KRDMD;31.74;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%57;31.75;31.72;31.72;30.39;29.31;33.88;36.37;39.53;635.0;0.5
TABGD;195.13;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%54;195.38;194.74;189.29;177.64;168.22;208.14;229.85;257.47;615.0;0.65
EKGYO;11.79;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;11.85;11.74;11.15;10.72;10.37;11.84;12.64;13.65;155.0;1.16
PETKM;24.90;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;24.93;24.87;23.76;23.06;22.49;26.21;27.88;29.72;155.0;1.0
ECILC;56.68;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;56.85;56.41;56.34;54.89;52.81;57.80;59.61;62.52;145.0;0.61
HALKB;19.41;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;19.44;19.38;18.77;17.86;17.13;20.24;21.93;24.09;145.0;1.0
KUYAS;13.21;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%44;13.39;13.13;13.18;12.99;12.72;13.36;13.60;13.98;145.0;2.15
TSKB;13.01;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%56;13.15;11.96;11.96;11.22;10.63;13.15;14.52;16.26;145.0;0.13
TSPOR;3.74;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%43;3.77;3.71;3.70;3.67;3.65;3.79;3.86;3.93;145.0;0.83
TUKAS;2.82;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%42;2.83;2.81;2.74;2.69;2.65;2.83;2.92;3.05;145.0;0.94
AKSA;11.73;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;11.74;11.72;11.02;10.41;9.91;12.02;13.18;14.64;140.0;0.85
BIMAS;597.16;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%51;598.44;595.47;548.88;514.50;486.72;604.45;668.50;749.97;140.0;0.76
CCOLA;77.81;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;77.87;77.74;75.34;71.18;67.81;82.08;89.84;99.71;140.0;1.0
ENKAI;41.66;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%51;41.71;41.56;39.91;38.75;37.81;41.79;43.95;46.70;140.0;0.55
MPARK;421.22;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;422.09;419.17;362.07;323.12;291.64;425.03;497.60;589.90;140.0;0.42
TAVHL;284.75;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;285.05;284.58;252.02;225.59;204.23;294.75;344.00;406.64;140.0;1.76
AKSEN;43.52;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%49;43.53;43.51;43.29;42.66;41.86;43.73;44.17;44.72;135.0;1.0
