Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ASELS;76.50;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;76.70;76.41;73.28;70.20;67.72;78.25;83.98;91.27;670.0;2.13
CANTE;1.74;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;1.75;1.71;1.70;1.66;1.62;1.76;1.84;1.94;660.0;0.33
SKBNK;5.05;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;5.07;5.03;4.85;4.69;4.56;5.11;5.41;5.80;660.0;0.76
ZOREN;4.38;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;4.43;4.37;4.37;4.30;4.20;4.43;4.52;4.66;660.0;5.0
ARCLK;142.40;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%34;142.42;142.37;;;;143.41;144.20;144.75;650.0;0.67
HEKTS;3.95;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%31;4.01;3.94;3.93;;;4.01;4.07;4.12;650.0;6.0
SASA;4.09;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%43;4.16;3.89;;;;4.16;4.22;4.27;650.0;0.34
TUREX;16.40;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%63;16.43;16.31;15.50;14.31;13.35;17.42;19.64;22.46;640.0;0.33
PATEK;21.99;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%44;22.52;21.79;21.78;21.07;20.17;22.28;22.78;23.39;630.0;2.7
TRALT;22.72;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;22.75;22.67;22.58;;;22.82;23.00;23.13;630.0;0.6
