Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
TUKAS;2.70;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;2.71;2.69;2.58;2.48;2.40;2.74;2.93;3.17;670.0;1.0
BTCIM;5.45;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;5.46;5.44;5.17;4.98;4.83;5.47;5.82;6.26;660.0;1.0
CANTE;1.63;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%35;1.67;1.62;1.59;1.53;1.45;1.67;1.73;1.81;640.0;4.0
KLRHO;28.48;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%33;28.84;28.18;28.20;27.88;27.62;28.72;29.32;30.08;640.0;1.2
GSRAY;1.53;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%44;1.53;1.51;1.51;1.47;;1.55;1.57;1.59;635.0;0.08
GUBRF;278.00;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%41;278.34;277.44;275.38;267.25;;281.77;286.25;290.73;625.0;0.61
TABGD;166.90;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%55;167.01;166.73;165.82;164.55;162.74;167.10;168.67;171.21;615.0;0.63
TUREX;44.42;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%73;44.54;44.10;38.00;33.80;30.41;44.78;52.60;62.54;170.0;0.37
ECILC;44.38;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;44.43;44.30;44.20;43.83;43.53;44.81;45.50;46.38;155.0;0.6
RALYH;120.10;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%65;120.20;119.84;107.39;96.80;88.24;124.50;144.23;169.32;155.0;0.38
BSOKE;21.10;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%59;21.17;21.05;19.51;18.31;17.34;21.46;23.70;26.56;145.0;1.4
