Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
QUAGR;7.91;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;7.94;7.83;6.97;6.30;5.76;8.06;9.31;10.91;670.0;0.38
BSOKE;14.63;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%64;14.64;14.62;14.54;14.32;14.03;14.70;14.86;15.05;660.0;1.0
ENJSA;72.15;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;72.27;72.04;69.35;66.38;63.40;73.04;79.00;85.87;660.0;1.09
ENKAI;67.98;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;67.99;67.95;66.30;63.91;60.86;67.98;69.65;71.73;660.0;0.6
GARAN;140.60;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;140.70;140.54;135.59;129.75;123.91;142.82;154.50;167.96;660.0;1.67
BIMAS;501.16;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%50;501.30;500.97;498.39;488.14;475.09;505.58;512.78;521.68;645.0;0.78
TUPRS;163.57;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%56;163.63;163.49;157.94;151.00;145.39;169.15;182.07;198.50;645.0;0.77
GUBRF;285.50;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;285.68;285.19;276.97;269.63;262.28;286.06;300.75;317.68;640.0;0.58
TABGD;209.10;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;209.21;208.93;202.11;195.87;189.64;209.83;222.30;236.68;640.0;0.65
TSPOR;1.24;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%41;1.26;1.24;1.24;1.21;1.18;1.26;1.29;1.33;640.0;0.0
