Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
GARAN;123.73;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%49;123.85;123.66;120.90;117.79;114.69;124.74;130.96;138.12;660.0;1.91
SKBNK;4.94;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%44;4.95;4.93;4.78;4.59;4.33;4.96;5.18;5.55;660.0;0.45
RALYH;55.43;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%56;55.50;55.24;55.17;54.42;53.35;55.93;56.86;58.36;655.0;0.35
GRTHO;162.60;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;162.95;161.19;159.97;150.76;143.31;174.85;192.01;213.84;650.0;0.25
ASELS;78.20;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%52;78.28;78.16;74.73;71.38;68.67;80.15;86.39;94.34;645.0;1.97
AKSA;10.64;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%52;10.64;10.63;10.42;9.88;9.11;10.96;11.63;12.71;635.0;0.57
THYAO;288.18;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%39;288.36;287.93;286.84;285.37;283.28;288.31;290.13;293.07;635.0;0.72
PATEK;24.41;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%46;25.28;24.09;23.70;23.02;22.48;24.79;26.05;27.65;630.0;2.71
SAHOL;92.57;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%41;92.70;92.42;92.48;90.29;87.18;94.66;97.36;101.73;625.0;0.82
CIMSA;48.65;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%57;48.80;48.42;45.48;43.15;41.26;49.27;53.62;59.17;155.0;0.63
OYAKC;24.22;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%61;24.26;24.15;22.06;20.62;19.44;24.41;27.11;30.54;155.0;0.67
MPARK;399.00;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;400.23;396.09;397.09;394.88;392.66;399.83;404.25;409.35;140.0;0.42
QUAGR;3.53;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%56;3.55;3.48;3.45;3.30;3.19;3.68;3.95;4.29;140.0;0.4
ANSGR;26.44;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%49;26.51;26.31;24.75;23.65;22.76;26.53;28.59;31.20;130.0;0.55
EKGYO;13.70;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%54;13.75;13.65;13.12;12.62;12.21;13.94;14.89;16.08;125.0;1.03
ISCTR;13.98;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%55;13.99;13.97;13.92;13.78;13.65;14.09;14.36;14.67;125.0;0.5
KUYAS;20.80;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%56;20.82;20.77;20.37;19.80;19.34;21.30;22.37;23.73;125.0;0.67
