Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
CANTE;1.72;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;1.73;1.69;1.71;1.67;1.63;1.78;1.86;1.97;670.0;0.33
ECILC;47.20;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%65;47.28;47.06;47.04;45.65;44.52;49.30;51.90;55.22;670.0;0.59
QUAGR;3.03;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;3.04;3.00;2.97;2.92;2.86;3.03;3.14;3.26;670.0;0.33
ZOREN;4.48;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;4.49;4.47;4.42;4.36;4.29;4.51;4.64;4.80;670.0;1.0
BRYAT;2070.46;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;2070.77;2070.14;2021.05;1968.69;1894.14;2073.41;2138.20;2242.92;660.0;0.94
OTKAR;483.50;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;483.73;483.10;483.45;475.25;467.05;493.60;510.00;528.90;660.0;0.58
SAHOL;94.31;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%37;94.39;94.21;94.27;92.16;90.45;97.68;101.62;106.62;660.0;0.81
ODAS;6.60;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%59;6.62;6.58;6.56;6.43;6.30;6.71;6.96;7.25;655.0;1.0
BSOKE;13.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%61;13.81;13.79;13.13;;;14.13;14.91;15.45;650.0;1.0
DAPGM;6.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%69;6.89;6.69;6.44;6.20;6.01;6.83;7.28;7.85;650.0;0.82
MPARK;372.50;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%60;373.72;369.62;362.25;345.87;325.00;373.75;385.26;399.49;635.0;0.42
PETKM;18.56;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%38;18.57;18.55;18.45;;;18.70;18.90;19.05;635.0;1.0
KTLEV;5.03;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%37;5.06;4.97;5.03;4.84;4.56;5.22;5.46;5.84;620.0;0.47
ENERY;4.34;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%62;4.37;4.29;4.34;4.07;3.84;4.79;5.31;5.96;615.0;0.46
DOHOL;14.98;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%56;14.99;14.96;14.74;14.40;14.13;15.28;15.91;16.71;155.0;0.65
HALKB;17.34;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;17.48;17.17;17.12;16.81;16.56;17.62;18.20;18.94;155.0;0.82
