Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
RALYH;61.68;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;61.73;61.52;59.86;58.35;57.14;62.29;65.10;68.66;670.0;0.35
THYAO;298.68;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%43;298.85;298.44;294.60;291.93;289.77;298.93;303.91;310.25;650.0;0.69
TSKB;13.58;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;13.66;13.57;13.41;13.26;13.14;13.66;13.95;14.31;650.0;8.0
FENER;3.83;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%52;3.83;3.82;3.82;3.74;3.67;3.90;4.05;4.21;645.0;0.37
GRSEL;207.41;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;207.68;207.04;190.82;179.26;169.92;209.51;231.04;258.44;640.0;0.71
BIMAS;514.00;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%47;514.73;513.03;509.15;499.50;489.84;521.10;540.41;562.66;625.0;0.76
EFOR;10.36;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%68;10.36;10.34;8.74;7.53;6.56;10.69;12.94;15.79;615.0;0.31
HALKB;18.47;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;18.57;18.35;17.77;17.33;16.98;19.28;20.31;21.45;155.0;0.83
ISMEN;40.59;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;40.86;40.48;40.51;40.24;39.98;40.84;41.37;41.98;155.0;2.35
OYAKC;24.01;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;24.03;23.98;22.81;21.22;19.93;25.38;28.34;32.11;155.0;0.93
VAKBN;25.88;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%55;25.96;25.78;25.28;24.82;24.44;26.04;26.91;28.02;155.0;0.8
EKGYO;14.49;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%57;14.51;14.47;13.62;13.02;12.53;14.59;15.70;17.12;145.0;1.23
ANSGR;27.49;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;27.53;27.43;25.76;24.46;23.42;27.85;30.27;33.34;140.0;0.59
ASELS;82.25;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%53;82.36;82.19;76.37;72.70;69.74;82.30;89.13;97.81;140.0;2.08
