Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ASELS;46.38;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;46.75;46.21;46.22;45.31;44.57;47.70;49.40;51.57;670.0;2.09
ENKAI;30.89;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;30.92;30.84;30.86;30.56;30.12;31.17;31.55;32.16;660.0;0.61
MGROS;360.11;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%62;360.38;359.83;359.95;357.83;355.71;362.58;366.82;371.71;650.0;0.97
SKBNK;5.72;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%59;6.14;5.72;5.13;4.50;3.99;6.14;7.30;8.79;650.0;232.33
THYAO;254.72;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%39;255.07;254.24;252.80;246.48;241.36;263.03;274.81;289.80;650.0;0.72
CCOLA;35.50;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%53;35.60;35.38;35.48;34.60;33.49;36.09;36.71;37.46;635.0;0.89
TUPRS;119.21;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%55;119.32;119.11;118.60;116.66;114.20;119.96;121.32;123.01;635.0;1.19
CANTE;2.51;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;2.51;2.50;2.50;;;2.52;2.54;2.55;620.0;0.64
TABGD;157.62;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%42;158.64;156.07;153.28;139.73;;163.92;171.39;178.87;595.0;0.66
AKBNK;29.49;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;29.55;29.44;29.25;28.95;;29.49;29.66;29.83;155.0;1.17
GARAN;46.34;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;46.54;46.24;46.24;45.90;45.42;46.58;47.00;47.68;155.0;1.87
TKFEN;44.35;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%56;44.61;43.97;44.31;;;45.23;45.95;46.46;155.0;0.68
TSKB;7.39;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%61;7.40;7.38;7.36;7.29;;7.42;7.46;7.49;155.0;1.0
AEFES;11.21;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;11.21;11.20;11.11;10.90;10.64;11.25;11.39;11.57;145.0;0.6
BTCIM;5.13;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%61;5.14;5.11;4.26;3.65;3.16;5.24;6.36;7.80;145.0;0.58
KUYAS;18.86;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;18.99;18.80;18.21;17.55;17.02;19.28;20.50;22.06;140.0;2.04
ANSGR;15.89;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;15.95;15.79;13.22;11.43;9.99;16.12;19.45;23.69;135.0;0.6
GSRAY;2.01;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;2.01;1.99;1.99;;;2.01;2.02;2.03;135.0;0.05
KCAER;11.04;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;11.22;10.81;10.91;10.71;10.42;11.12;11.37;11.78;135.0;0.81
MAGEN;8.41;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%53;8.50;8.28;8.40;8.25;8.05;8.50;8.61;8.74;135.0;0.71
TURSG;4.59;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%59;4.62;4.56;4.59;4.53;4.49;4.67;4.78;4.91;135.0;1.03
BIMAS;296.79;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%51;296.97;296.57;295.69;290.99;287.20;303.27;312.00;323.12;130.0;0.79
EREGL;19.25;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;19.28;19.21;;;;19.44;19.59;19.70;130.0;0.75
RALYH;16.51;AL (TAKİP);YÜKSELİŞ;DÜZELTME;%38;16.53;16.44;16.00;15.69;15.44;17.09;17.82;18.64;130.0;0.35
SAHOL;56.53;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%49;56.60;56.43;56.48;55.52;54.75;58.02;59.80;62.06;130.0;0.75
TCELL;52.41;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%57;52.47;52.37;52.22;51.52;50.83;53.08;54.47;56.08;130.0;1.29
ULKER;84.59;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%54;84.92;84.20;83.67;82.32;80.98;85.33;88.01;91.11;130.0;0.85
TUREX;3.52;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%42;3.69;3.06;3.46;3.38;3.32;3.58;3.73;3.91;125.0;0.37
TTKOM;22.08;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;22.10;22.07;22.01;21.71;21.41;22.38;22.98;23.67;120.0;2.0
PGSUS;148.33;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;148.41;148.27;;;;149.91;151.15;152.02;110.0;1.17
TAVHL;119.60;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;119.67;119.56;;;;120.63;121.43;122.00;110.0;1.75
DOAS;196.29;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%46;196.32;196.27;190.75;;;197.11;202.11;205.62;105.0;1.5
EGEEN;9610.98;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%51;9616.60;9607.19;9288.97;8351.12;7593.12;10804.96;12552.20;14774.79;105.0;1.48
EKGYO;7.07;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%50;7.11;7.03;;;;7.17;7.24;7.30;105.0;1.07
FENER;3.99;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%53;3.99;3.99;3.99;3.97;3.94;4.01;4.03;4.07;105.0;0.0
GUBRF;371.75;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%45;371.82;371.63;368.51;364.50;360.49;373.48;381.50;390.75;105.0;0.58
MPARK;172.63;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%60;173.33;170.97;164.39;146.77;132.52;192.88;225.72;267.50;105.0;0.42
OTKAR;417.70;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%61;417.83;417.46;412.56;396.35;380.13;432.62;465.04;502.41;105.0;0.55
PETKM;21.36;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%53;21.41;21.32;21.32;20.93;20.44;21.59;21.86;22.20;105.0;1.25
AKSA;6.63;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%50;6.66;6.55;6.55;6.42;6.20;6.66;6.77;6.93;95.0;0.45
ARCLK;142.20;SAT;DÜŞÜŞ;COŞKULU RALLİ;%45;143.23;139.55;139.55;133.60;126.75;143.23;146.20;149.17;95.0;0.39
BRYAT;2255.41;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%48;2255.92;2254.89;2213.36;;;2260.70;2297.87;2323.98;95.0;1.0
CIMSA;32.87;SAT;DÜŞÜŞ;COŞKULU RALLİ;%49;33.10;32.49;32.49;31.87;31.11;33.10;33.97;35.09;95.0;0.62
DOHOL;12.96;SAT;DÜŞÜŞ;COŞKULU RALLİ;%51;13.09;12.96;12.83;12.67;12.40;13.09;13.28;13.52;95.0;269.83
ECILC;44.93;SAT;DÜŞÜŞ;COŞKULU RALLİ;%54;45.68;44.51;44.51;43.08;40.76;45.68;46.84;48.49;95.0;1.79
FROTO;71.49;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%40;71.59;71.44;;;;72.34;73.00;73.47;95.0;1.99
KCHOL;129.26;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%49;129.39;129.08;;;;130.27;131.06;131.61;95.0;0.69
KRDMD;24.27;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%50;24.84;24.14;24.14;23.00;21.69;24.84;25.41;25.98;95.0;4.24
KTLEV;4.87;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%59;4.93;4.74;4.54;4.33;4.16;4.88;5.26;5.75;95.0;0.45
YKBNK;16.86;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%56;17.17;16.75;16.75;16.41;16.17;17.17;;;95.0;2.89
QUAGR;5.87;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%23;5.88;5.85;5.86;;;5.97;6.06;6.13;90.0;0.5
BSOKE;3.07;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%67;3.07;2.81;2.81;2.47;2.19;3.37;4.00;4.81;85.0;0.01
GRSEL;72.37;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%63;73.50;70.75;64.54;55.24;47.72;79.57;96.90;118.94;85.0;0.7
ISCTR;8.12;SAT;DÜŞÜŞ;COŞKULU RALLİ;%62;8.18;7.91;7.91;7.49;7.00;8.18;8.39;8.60;85.0;0.28
