Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
RALYH;207.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%74;207.07;206.81;196.66;182.77;171.55;219.10;244.97;277.87;665.0;0.37
DOAS;184.60;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;184.72;184.52;182.81;179.77;175.90;184.95;187.09;189.73;660.0;1.5
ASTOR;98.50;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%56;99.52;97.65;98.35;98.05;97.76;98.71;99.30;99.98;655.0;1.2
GARAN;141.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;141.85;141.77;141.17;139.42;138.00;144.00;147.26;151.42;650.0;1.67
YKBNK;36.96;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;37.02;36.92;36.13;35.20;34.44;37.64;39.38;41.60;650.0;1.5
TUPRS;196.70;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%57;196.73;196.66;195.25;191.93;187.21;198.57;202.67;209.30;645.0;0.75
MGROS;512.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;512.39;511.59;498.72;487.52;476.31;512.59;535.00;560.83;640.0;0.95
ULKER;112.70;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%49;112.72;112.67;112.34;111.05;109.76;113.93;116.50;119.46;640.0;0.67
EFOR;26.58;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%68;26.68;25.99;26.17;25.53;25.02;27.20;28.39;29.89;635.0;0.17
ANSGR;22.48;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%48;22.50;22.47;22.44;22.38;22.30;22.50;22.57;22.68;625.0;2.0
AKSEN;60.70;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;60.99;60.30;56.85;53.05;49.98;63.00;70.08;79.09;155.0;0.72
CWENE;27.14;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;27.27;26.96;25.05;23.50;22.26;27.54;30.41;34.07;155.0;0.72
BRSAN;477.50;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%46;478.12;476.89;;;;480.82;483.42;485.25;145.0;1.02
CIMSA;48.86;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%47;48.93;48.75;48.18;47.40;46.77;49.44;50.89;52.74;145.0;0.64
EKGYO;21.78;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%45;21.81;21.75;21.50;21.15;20.87;22.06;22.71;23.54;145.0;1.0
EUPWR;31.10;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%37;31.63;30.74;30.47;29.82;29.29;31.52;32.73;34.28;145.0;1.47
FROTO;90.20;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;90.23;90.18;;;;90.97;91.58;92.00;145.0;1.5
GENIL;194.30;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%64;194.94;193.23;193.79;192.70;191.61;195.13;197.30;199.80;145.0;0.6
KCHOL;173.10;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;173.16;173.01;172.71;171.60;170.49;174.08;176.30;178.86;145.0;0.67
OTKAR;474.25;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%35;474.66;473.55;473.80;470.75;;476.19;477.88;479.56;145.0;0.59
