Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
KUYAS;7.57;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;7.63;7.53;7.42;7.22;6.93;7.62;7.87;8.27;660.0;1.86
AEFES;6.71;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%46;6.76;6.63;6.33;6.07;5.86;6.75;7.23;7.85;650.0;0.65
GRTHO;20.41;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%50;25.04;2.67;19.33;;;22.07;24.23;25.74;605.0;0.26
BIMAS;150.25;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%54;150.79;149.54;149.77;144.67;140.54;158.02;167.53;179.62;155.0;0.76
BRYAT;888.78;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%31;898.42;879.14;884.72;874.40;859.71;895.04;907.81;928.44;145.0;1.0
GARAN;26.17;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%47;26.43;26.03;25.18;24.30;23.42;26.27;28.04;30.07;145.0;1.77
KCHOL;80.82;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%38;81.59;79.71;80.20;78.90;77.86;82.30;84.71;87.78;145.0;0.69
CCOLA;21.59;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;21.65;21.52;21.10;20.23;19.53;22.51;24.13;26.19;140.0;0.93
YKBNK;10.05;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%44;10.23;9.92;10.01;9.91;;10.09;10.15;10.21;135.0;1.32
ISMEN;9.14;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%42;9.31;9.07;9.00;8.85;8.64;9.15;9.33;9.63;130.0;2.31
AGHOL;9.55;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%39;9.62;9.48;9.54;9.46;9.34;9.63;9.73;9.90;125.0;0.97
QUAGR;7.32;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;7.38;7.14;7.26;7.18;7.10;7.36;7.52;7.71;125.0;0.35
RALYH;9.22;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%54;9.28;9.06;8.78;8.26;7.84;9.62;10.59;11.82;125.0;0.37
MGROS;168.98;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%50;169.70;168.24;167.57;165.96;163.68;169.17;171.16;174.36;120.0;0.96
AKBNK;15.76;SAT;DÜŞÜŞ;COŞKULU RALLİ;%46;15.83;15.48;15.48;15.22;14.97;15.83;16.29;;95.0;0.26
BRSAN;137.50;AL (RİSKLİ);YÜKSELİŞ;DÜZELTME;%52;140.26;134.82;131.60;121.13;110.65;144.56;165.50;189.64;95.0;1.03
DOAS;88.00;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%17;89.79;87.10;87.10;85.22;83.33;89.79;93.21;;95.0;1.99
DOHOL;8.07;SAT;DÜŞÜŞ;COŞKULU RALLİ;%38;8.15;7.97;7.97;7.74;7.37;8.15;8.34;8.60;95.0;0.89
OTKAR;162.98;SAT;DÜŞÜŞ;COŞKULU RALLİ;%32;165.30;159.22;159.22;151.69;139.52;165.30;171.39;180.05;95.0;0.62
SAHOL;36.97;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%29;37.45;36.72;36.72;36.15;35.75;37.45;;;95.0;1.93
SKBNK;1.76;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%16;1.79;1.74;1.74;1.70;1.67;1.79;1.85;;95.0;2.18
TSKB;4.11;SAT;DÜŞÜŞ;COŞKULU RALLİ;%25;4.13;4.03;4.03;3.93;3.81;4.13;4.26;4.44;95.0;0.25
TURSG;1.06;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%22;1.06;1.05;1.05;1.03;1.00;1.06;1.08;1.10;95.0;0.23
ULKER;29.99;SAT;DÜŞÜŞ;COŞKULU RALLİ;%41;30.45;29.25;29.25;28.31;27.64;30.45;;;95.0;0.63
