Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
AKSEN;38.54;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%61;38.57;38.51;37.98;36.64;35.55;40.16;42.66;45.85;660.0;0.8
OTKAR;519.29;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;519.37;519.13;504.85;487.67;473.79;532.60;564.59;605.29;660.0;0.52
TAVHL;171.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;172.87;171.22;159.16;150.47;143.45;173.20;189.38;209.97;660.0;1.84
TKFEN;45.58;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;45.60;45.56;45.07;43.70;42.60;47.28;49.82;53.06;660.0;0.61
TTRAK;719.29;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%60;719.46;718.95;709.07;687.25;669.62;744.35;785.00;836.72;660.0;0.48
AKBNK;40.40;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;40.44;40.36;38.52;36.68;35.20;41.49;44.91;49.26;650.0;0.9
AKSA;7.64;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;7.81;7.64;7.54;7.37;7.24;7.81;8.13;8.53;650.0;366.97
TOASO;226.43;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;226.47;226.40;222.77;217.30;212.87;231.62;241.82;254.80;650.0;1.1
BTCIM;3.71;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;3.71;3.70;3.70;3.65;3.58;3.74;3.77;3.82;640.0;0.03
CIMSA;36.33;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%39;36.35;36.29;35.97;34.53;33.36;38.32;41.02;44.45;640.0;0.57
TUKAS;2.86;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;2.86;2.85;2.85;2.75;2.67;3.01;3.20;3.44;640.0;0.59
ASTOR;121.15;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%56;121.51;120.85;120.99;116.20;112.32;128.74;137.68;149.04;615.0;1.18
TURSG;5.89;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%48;5.89;5.65;5.65;5.40;5.14;5.97;6.49;7.09;615.0;0.01
ALARK;124.86;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%63;125.06;124.63;117.91;112.35;107.86;126.89;137.24;150.42;155.0;0.84
GENIL;72.10;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%75;74.31;68.39;69.02;64.95;61.67;75.58;83.15;92.78;150.0;0.6
ENJSA;55.96;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%57;56.03;55.90;53.85;51.63;49.85;57.43;61.55;66.80;145.0;1.06
GARAN;62.71;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;62.83;62.65;59.33;56.56;54.31;63.82;68.99;75.57;145.0;1.78
KONTR;42.31;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;42.36;42.22;41.81;40.61;39.64;43.75;45.98;48.82;145.0;0.55
MPARK;186.46;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;186.51;186.33;182.63;177.97;174.21;190.16;198.84;209.88;145.0;0.4
SISE;51.87;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;51.88;51.86;51.08;50.00;49.12;52.84;54.86;57.43;145.0;1.66
ZOREN;5.89;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;5.91;5.87;5.65;5.44;5.23;5.92;6.35;6.85;145.0;1.0
