Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
BIMAS;474.24;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%42;474.92;473.33;470.69;463.88;455.21;475.47;480.25;486.17;645.0;0.75
GARAN;107.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;107.83;107.78;107.03;105.00;;108.63;109.75;110.87;640.0;1.5
RALYH;118.10;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%67;118.20;117.84;109.47;98.49;87.51;123.05;145.00;170.30;635.0;0.38
TTKOM;54.95;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%51;55.15;54.80;54.72;52.54;49.78;56.24;57.76;59.65;635.0;1.33
TCELL;87.49;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%44;87.57;87.41;;;;89.40;90.91;91.96;625.0;1.01
KTLEV;7.67;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;7.71;7.60;7.55;7.15;6.74;8.05;8.85;9.78;620.0;0.58
ECILC;45.94;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%44;46.05;45.76;45.86;45.55;45.30;46.36;46.94;47.67;145.0;0.61
EKGYO;14.08;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%46;14.17;14.00;14.03;13.83;13.67;14.34;14.70;15.17;145.0;1.15
GENIL;139.81;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;140.95;137.89;138.81;135.03;130.22;141.46;144.11;147.39;145.0;0.59
KLRHO;57.25;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;58.95;55.82;51.11;46.41;42.61;58.70;67.45;78.59;135.0;1.19
PASEU;74.30;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;74.75;74.15;65.37;57.09;50.41;78.75;94.17;113.78;135.0;3.0
TSKB;10.88;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%43;11.05;10.87;10.87;10.65;;11.05;11.18;11.30;135.0;17.0
KCAER;13.20;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%47;13.25;13.13;12.75;12.25;11.54;13.25;13.86;14.86;125.0;0.79
MAGEN;13.44;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%59;13.49;13.38;12.98;12.60;12.23;13.44;14.19;15.06;125.0;0.83
AKBNK;52.05;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%55;52.14;51.97;51.47;50.65;;52.12;52.58;53.03;115.0;1.13
QUAGR;5.61;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%54;6.00;5.60;5.40;5.03;4.73;6.00;6.69;7.58;115.0;39.0
VAKBN;22.74;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%52;22.75;22.73;22.56;22.12;;22.91;23.15;23.39;115.0;1.0
YKBNK;25.88;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%48;25.93;25.84;25.72;25.24;24.64;26.05;26.38;26.79;115.0;1.25
DAPGM;8.60;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%58;8.66;8.53;8.60;8.14;7.56;8.92;9.24;9.64;105.0;0.86
EREGL;22.80;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%54;22.82;22.78;22.45;21.77;;22.99;23.36;23.73;105.0;0.64
KUYAS;53.90;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%54;53.94;53.85;50.70;47.09;41.95;54.31;58.78;66.00;105.0;0.8
PGSUS;247.00;SAT;DÜŞÜŞ;COŞKULU RALLİ;%56;248.30;245.35;245.35;243.03;241.40;248.30;;;105.0;0.79
HEKTS;3.03;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%31;3.18;3.00;3.00;2.95;2.89;3.03;3.06;3.08;95.0;5.05
SAHOL;76.40;SAT;DÜŞÜŞ;GÜÇLÜ YÜKSELİŞ;%41;76.47;76.31;76.31;76.05;75.75;76.47;76.60;76.73;95.0;0.78
