Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
AEFES;11.29;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;11.31;11.27;11.25;11.11;10.90;11.39;11.57;11.86;670.0;0.63
AKBNK;32.15;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;32.36;31.97;31.42;30.94;30.55;32.19;33.08;34.22;670.0;1.13
EGEEN;10262.24;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;10275.70;10253.15;9336.09;8389.23;7623.96;10866.63;12630.64;14874.57;670.0;1.48
SASA;5.83;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;6.12;5.82;5.78;5.73;5.68;5.83;5.93;6.03;660.0;29.15
RALYH;17.02;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%38;17.08;16.86;16.72;16.27;15.91;17.44;18.28;19.34;645.0;0.4
CCOLA;36.60;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%53;36.62;36.57;36.09;35.48;34.60;36.71;37.46;38.69;635.0;0.77
PETKM;22.26;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%54;22.28;22.24;22.20;21.86;21.59;22.74;23.37;24.16;635.0;1.0
BSOKE;3.16;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%67;3.18;3.15;2.81;2.47;2.19;3.37;4.00;4.81;630.0;1.09
GARAN;50.49;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;50.98;50.23;49.50;48.61;47.88;50.96;52.63;54.76;155.0;1.83
YKBNK;18.22;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%56;18.34;18.13;18.14;18.00;17.89;18.37;18.64;18.97;155.0;1.36
ECILC;46.69;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;46.78;46.54;46.50;45.95;45.25;46.88;47.27;47.75;145.0;0.65
ASELS;49.26;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;49.53;49.13;47.59;46.42;45.47;49.50;51.69;54.47;140.0;2.16
BIMAS;307.34;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%52;307.95;306.53;301.73;295.88;291.16;311.18;322.07;335.92;140.0;0.75
KUYAS;19.48;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;19.54;19.44;18.89;18.10;17.46;20.16;21.63;23.50;140.0;1.86
TKFEN;46.48;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%55;46.59;46.32;46.09;45.50;44.65;46.69;47.42;48.61;140.0;0.68
