Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
ALARK;86.92;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;87.04;86.78;86.31;85.19;84.08;87.70;89.94;92.52;660.0;0.84
CANTE;1.59;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%42;1.60;1.56;1.58;1.55;1.52;1.60;1.63;1.67;660.0;0.33
CCOLA;54.84;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%44;54.93;54.74;54.69;54.00;53.12;55.18;55.67;56.27;660.0;0.95
GESAN;56.70;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%40;57.34;56.06;54.86;53.67;52.70;56.80;59.03;61.87;660.0;1.0
SKBNK;4.47;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%51;4.49;4.43;4.38;4.29;4.23;4.52;4.68;4.88;655.0;0.57
GSRAY;1.53;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%38;1.53;1.52;1.52;1.50;1.47;1.53;1.55;1.57;650.0;0.18
GENIL;145.24;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%56;145.49;144.83;139.01;132.62;123.52;145.40;153.31;166.09;645.0;0.6
EFOR;13.91;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%66;13.98;13.49;11.38;9.67;8.29;14.15;17.34;21.40;640.0;0.17
SAHOL;101.73;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%45;101.92;101.50;101.34;99.90;98.47;103.11;105.98;109.28;640.0;0.79
EUPWR;38.82;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%43;38.88;38.78;38.16;37.54;37.04;39.16;40.31;41.78;630.0;1.5
TRENJ;58.25;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;58.46;58.04;56.95;;;58.35;59.45;60.23;630.0;1.0
TRALT;26.12;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%46;26.19;26.02;25.72;25.28;24.64;26.16;26.71;27.60;620.0;0.7
TRMET;77.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;78.06;77.60;77.26;76.18;74.80;78.03;78.79;79.73;620.0;1.3
ANSGR;27.21;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;27.26;27.11;27.19;27.08;26.91;27.31;27.45;27.68;155.0;0.57
BRYAT;1990.05;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%56;1992.96;1986.95;1954.20;1918.07;1866.64;1990.33;2035.03;2107.28;155.0;0.94
DOAS;214.74;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;214.92;214.62;205.85;199.09;193.64;216.77;229.35;245.36;155.0;1.5
EGEEN;10405.20;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;10425.20;10391.57;10357.28;10183.08;10042.29;10638.86;10963.40;11376.22;155.0;1.47
ENKAI;58.19;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%56;58.27;58.04;56.49;55.18;54.12;58.62;61.07;64.18;155.0;0.54
ISMEN;46.14;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%60;46.28;46.08;45.82;44.67;43.74;47.68;49.83;52.55;155.0;2.29
KUYAS;39.88;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%61;40.05;39.66;34.71;31.39;28.72;40.06;46.23;54.08;155.0;0.77
OTKAR;512.50;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%50;513.16;511.36;491.72;476.39;464.00;516.50;545.06;581.39;155.0;0.58
TKFEN;112.47;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%59;113.53;110.93;103.92;96.66;90.80;115.65;129.18;146.38;155.0;0.69
TUREX;19.80;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%66;19.92;19.48;19.06;18.48;18.02;19.99;21.06;22.43;155.0;0.38
BTCIM;4.63;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%35;4.64;4.62;4.53;4.46;4.41;4.65;4.78;4.95;145.0;1.0
