Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
AKBNK;62.51;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;62.65;62.38;62.34;61.66;61.11;63.43;64.70;66.31;670.0;1.15
AKSEN;38.60;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;38.65;38.53;38.34;;;38.65;38.90;39.07;670.0;0.71
ASELS;60.97;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;61.16;60.88;60.62;59.92;58.91;61.33;62.20;63.61;670.0;2.03
EREGL;25.46;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;25.51;25.38;25.41;25.20;25.04;25.73;26.11;26.59;670.0;0.64
ISCTR;13.94;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;13.97;13.91;13.93;13.81;13.72;14.11;14.32;14.59;670.0;0.77
GENIL;92.06;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;92.36;91.57;85.72;80.39;76.08;94.35;104.29;116.93;660.0;0.6
TTKOM;52.45;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;52.60;52.34;52.40;51.65;50.70;52.93;53.45;54.10;650.0;1.36
TUPRS;142.83;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%28;142.89;142.77;142.79;142.08;141.07;143.49;144.37;145.79;635.0;1.07
GRSEL;137.38;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;137.54;137.15;137.24;136.12;134.69;138.03;138.81;139.79;630.0;0.7
KTLEV;4.80;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%30;4.82;4.76;4.68;4.53;4.42;4.91;5.17;5.51;630.0;0.67
SKBNK;4.48;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%42;4.48;4.45;4.45;4.38;4.30;4.55;4.70;4.87;625.0;0.07
TRMET;68.35;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%48;68.41;68.30;67.15;;;68.44;69.46;70.18;620.0;1.2
KRDMD;26.22;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%59;26.29;26.17;26.20;25.95;25.74;26.62;27.10;27.71;155.0;1.4
VAKBN;23.98;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%63;24.10;23.83;23.19;22.58;22.09;24.18;25.32;26.76;155.0;0.8
