Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
HALKB;19.20;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%53;19.31;19.07;18.81;18.18;17.54;19.59;20.86;22.32;635.0;0.85
ANSGR;26.53;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%49;26.54;26.53;25.76;24.46;23.42;27.85;30.27;33.34;625.0;1.06
TURSG;8.82;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%54;8.83;8.82;8.38;7.96;7.63;9.05;9.82;10.81;625.0;1.17
PASEU;32.16;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%47;32.19;32.15;31.05;29.33;27.61;33.17;36.60;40.55;605.0;3.0
RALYH;84.19;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%64;84.27;83.97;77.27;72.44;68.53;85.09;94.09;105.55;155.0;0.37
BIMAS;543.62;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%46;544.17;542.90;541.87;533.15;526.10;555.97;572.22;592.89;145.0;0.75
BSOKE;13.90;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%44;13.94;13.87;13.80;13.60;13.40;14.04;14.43;14.88;145.0;1.33
KRDMD;28.40;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%47;28.47;28.34;28.26;28.04;27.82;28.53;28.96;29.46;145.0;1.17
AKSA;11.29;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;11.30;11.29;11.23;11.13;11.03;11.35;11.54;11.77;140.0;1.51
OYAKC;25.19;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%60;25.22;25.15;22.94;21.32;20.02;25.55;28.56;32.39;140.0;0.8
GRSEL;225.86;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%55;229.05;221.31;222.34;217.20;213.05;230.65;240.22;252.40;135.0;0.7
IZENR;5.18;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%51;5.27;5.02;5.12;5.07;5.02;5.19;5.30;5.43;135.0;0.56
