Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
AKSA;10.59;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;10.61;10.56;10.25;9.78;9.40;11.01;11.88;13.00;670.0;0.84
FENER;5.66;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;5.70;5.62;5.08;4.66;4.33;5.75;6.53;7.52;670.0;0.98
AGHOL;33.69;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%58;33.69;33.68;33.15;;;33.73;34.19;34.51;660.0;0.19
EKGYO;9.35;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%46;9.40;9.30;9.34;9.26;9.21;9.45;9.59;9.76;660.0;1.13
MIATK;62.30;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%52;62.93;61.77;60.91;58.91;56.35;62.33;63.74;65.48;650.0;1.19
VAKBN;22.60;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%64;22.63;22.56;20.99;19.63;18.27;22.68;25.40;28.54;650.0;0.75
TSPOR;3.52;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%45;3.53;3.51;3.46;3.41;3.32;3.52;3.59;3.71;645.0;1.05
SOKM;58.28;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%52;58.54;58.14;;;;59.11;59.76;60.22;635.0;1.77
TURSG;8.61;AL (GÜÇLÜ);YÜKSELİŞ;DÜZELTME;%45;8.62;8.61;8.47;7.94;7.50;9.34;10.33;11.60;605.0;1.6
ISMEN;35.22;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%41;35.81;34.97;34.94;34.76;34.62;35.55;35.96;36.42;145.0;2.33
YKBNK;33.18;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%55;33.20;33.16;;;;33.47;33.70;33.86;145.0;1.0
AEFES;22.88;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;22.89;22.86;21.21;19.88;18.81;23.34;25.81;28.94;140.0;0.76
AKBNK;63.39;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%54;63.51;63.28;62.95;61.97;;63.72;64.27;64.81;140.0;1.17
BSOKE;8.07;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%64;8.10;8.05;7.91;7.58;7.32;8.45;9.06;9.84;140.0;1.02
MAVI;58.95;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;59.12;58.76;51.11;45.87;41.64;59.57;69.33;81.74;140.0;0.94
OTKAR;652.00;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%60;652.46;651.14;617.64;591.43;570.25;660.00;708.82;770.93;140.0;0.53
TOASO;317.19;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%57;317.79;316.65;295.99;276.52;260.79;327.46;363.72;409.86;140.0;1.1
GSRAY;2.11;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%47;2.11;2.10;2.11;2.08;;2.13;2.14;2.16;135.0;0.34
BTCIM;5.20;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%39;5.21;5.19;5.11;4.98;4.87;5.32;5.57;5.88;130.0;0.51
TAVHL;248.00;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%61;248.23;247.87;224.52;203.34;186.23;258.75;298.20;348.39;130.0;1.77
GARAN;108.97;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%59;109.29;108.80;98.89;91.34;85.24;111.09;125.15;143.04;125.0;1.87
RALYH;43.19;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%67;43.26;43.00;37.01;32.83;29.44;43.78;51.58;61.50;125.0;0.35
SKBNK;4.11;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%52;4.14;4.07;4.09;;;4.12;4.14;4.16;125.0;0.68
TSKB;11.88;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%51;11.89;11.86;11.45;10.81;10.30;12.48;13.67;15.18;125.0;0.5
ULKER;149.93;AL (ZAYIF);YÜKSELİŞ;DÜZELTME;%50;150.06;149.78;146.60;137.44;130.03;161.40;178.47;200.18;125.0;0.88
BIMAS;541.86;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%49;541.97;541.70;518.82;490.18;467.04;565.10;618.44;686.30;120.0;0.73
GRSEL;146.44;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%56;148.47;143.54;135.67;124.29;115.08;154.08;175.29;202.27;120.0;0.7
MAGEN;10.95;AL (ZAYIF);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;11.10;10.75;10.54;9.65;8.94;11.96;13.60;15.69;120.0;0.73
SASA;5.53;AL (TAKİP);YÜKSELİŞ;VOLATİLİTE;%38;5.53;5.52;;;;5.63;5.71;5.76;120.0;1.0
AKSEN;44.30;AL (ZAYIF);YÜKSELİŞ;PANİK/SESSİZ;%56;44.31;44.29;43.36;41.74;40.13;45.35;48.58;52.30;115.0;1.0
DOHOL;16.27;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%47;16.28;16.25;16.14;15.82;15.56;16.65;17.24;18.00;115.0;0.78
ENJSA;61.22;AL (ZAYIF);YÜKSELİŞ;VOLATİLİTE;%51;61.33;61.11;61.04;60.51;59.83;61.41;61.78;62.24;115.0;1.07
