Hisse;Kapanis;Sinyal;Trend;Rejim;Basari_Orani;Hedef_Bant;Stop_Bant;Fibo_D1;Fibo_D2;Fibo_D3;Fibo_R1;Fibo_R2;Fibo_R3;Sentez_Puani;Risk_Odul
BRYAT;2379.00;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%36;2381.17;2376.78;2361.33;2318.50;2275.67;2414.33;2500.00;2598.74;660;0.98
PETKM;18.75;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%50;18.79;18.71;18.70;18.35;18.07;19.27;19.92;20.75;660;1.0
TURSG;12.64;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%47;12.65;12.63;12.52;12.36;12.23;12.78;13.08;13.47;660;1.0
BTCIM;4.93;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%56;5.14;4.84;4.84;4.65;4.50;5.14;5.49;5.94;650;2.33
VAKBN;37.38;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%62;37.39;37.37;34.76;32.68;31.00;38.12;41.99;46.92;650;1.0
DSTKF;866.00;AL (GÜÇLÜ);YÜKSELİŞ;VOLATİLİTE;%75;866.45;864.62;828.00;791.50;762.00;887.00;955.00;1041.50;640;0.33
HEKTS;3.38;AL (GÜÇLÜ);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%0;3.39;3.37;3.32;3.28;3.24;3.38;3.47;3.57;640;1.0
ASTOR;173.00;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%65;174.44;171.82;155.02;143.89;134.90;193.73;220.09;249.20;155;1.22
BRSAN;767.50;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%51;769.55;765.48;715.49;670.01;633.25;789.00;873.73;981.51;155;1.01
CWENE;32.70;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%55;32.81;32.55;31.52;28.74;26.50;36.02;41.20;47.79;155;0.73
ECILC;121.90;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%61;122.06;121.68;121.15;114.07;108.35;132.60;145.79;162.57;155;0.73
MAGEN;45.48;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%61;45.60;45.32;40.57;37.08;34.26;46.22;52.73;61.00;155;0.75
MAVI;49.70;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%52;49.80;49.59;47.22;45.67;44.42;49.72;52.60;56.27;155;0.91
SKBNK;10.14;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%65;10.18;10.09;9.75;9.40;9.12;10.31;10.96;11.79;155;0.8
FROTO;120.20;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%47;120.28;120.16;113.65;109.10;105.43;121.00;129.47;140.25;145;2.0
KCAER;11.52;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%33;11.59;11.43;11.48;11.27;10.98;11.68;11.93;12.34;145;0.78
KUYAS;62.60;AL (TAKİP);YÜKSELİŞ;GÜÇLÜ YÜKSELİŞ;%36;62.70;62.47;61.55;60.20;58.85;63.21;65.90;69.00;145;0.77
QUAGR;2.85;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%43;2.89;2.73;2.82;;;2.86;2.90;2.93;145;0.33
TCELL;122.10;AL (TAKİP);YÜKSELİŞ;COŞKULU RALLİ;%48;122.19;122.03;117.11;113.27;110.18;123.30;130.44;139.52;145;1.29
BSOKE;29.80;AL (ZAYIF);YÜKSELİŞ;COŞKULU RALLİ;%52;29.83;29.77;27.18;25.00;23.23;30.72;34.79;39.98;140;1.0
